122 0 838 0 1545 32 2257 55 2968 21 3676 0 4382 0 5094 2767 
6601 16 7315 0 8028 0 8740 0 9445 56 10157 51 10869 3 11581 0 
13096 59 13834 37 14540 0 15252 0 15964 0 16671 24 17376 65 18088 0 
19612 0 20326 38 21039 54 21751 16 22456 0 23168 0 23881 0 24593 2330 
26122 0 26861 0 27569 22 28280 58 28993 30 29699 0 30406 0 31117 935 
32649 14 33363 0 34076 0 34788 0 35493 57 36204 50 36916 0 37628 0 
39161 57 39900 26 40613 0 41318 0 42030 0 42743 37 43449 61 44160 0 
45708 8 46415 58 47127 41 47840 0 48546 0 49257 0 49970 20 50676 1649 
52224 0 52963 0 53670 55 54376 48 55088 0 55800 0 56505 0 57217 2046 
58775 0 59481 0 60193 0 60905 34 61618 53 62323 15 63036 0 63749 0 
65299 29 66039 0 66752 0 67457 0 68169 35 68881 53 69587 20 70298 0 
71861 60 72568 27 73305 0 74017 0 74728 0 75435 33 76147 62 76859 0 
78392 14 79131 58 79844 40 80550 0 81262 0 81974 0 82681 24 83387 1743 
84961 0 85693 13 86400 60 87112 35 87824 0 88530 0 89242 0 89954 2391 
91497 0 92236 0 92949 9 93661 58 94367 41 95079 0 95791 0 96496 0 
98067 0 98805 0 99511 0 100223 13 100934 59 101647 44 102352 0 103065 0 
104641 49 105356 0 106068 0 106780 0 107486 11 108197 59 108910 45 109622 0 
111207 59 111945 38 112658 0 113363 0 114075 0 114787 24 115493 63 116204 0 
117800 16 118505 58 119217 32 119929 0 120642 0 121347 0 122060 35 122773 1198 
124368 0 125109 41 125822 54 126528 13 127239 0 127952 0 128664 0 129370 2478 
130976 0 131711 9 132417 59 133129 41 133842 0 134548 0 135259 0 135971 2287 
137545 0 138285 0 138997 17 139705 58 140412 36 141123 0 141835 0 142542 551 
144150 0 144888 0 145594 0 146306 41 147019 53 147725 17 148431 0 149142 0 
150756 15 151462 0 152174 0 152886 0 153593 56 154304 50 155016 2 155723 0 
157329 39 158068 0 158780 0 159485 0 160198 20 160910 57 161616 36 162327 0 
163945 55 164675 15 165391 0 166103 0 166814 0 167521 58 168232 55 168944 0 
170532 57 171272 46 171985 0 172697 0 173404 0 174115 16 174827 66 175533 33 
177159 35 177897 55 178604 17 179316 0 180027 0 180734 0 181440 61 182151 830 
183786 0 184492 57 185203 46 185915 0 186622 0 187333 0 188046 16 188753 1734 
190379 0 191118 37 191831 55 192537 17 193249 0 193961 0 194673 0 195379 2533 
197015 0 197741 15 198446 59 199158 38 199871 0 200577 0 201288 0 202000 2386 
203607 0 204347 0 205060 40 205766 55 206472 13 207184 0 207896 0 208602 1542 
210244 0 210982 0 211694 25 212401 56 213113 27 213824 0 214530 0 215241 1103 
216889 0 217595 0 218307 6 219018 57 219726 47 220433 0 221145 0 221856 0 
223492 0 224231 0 224944 0 225650 50 226362 53 227074 10 227780 0 228486 0 
230132 0 230871 0 231577 0 232289 30 233001 57 233713 26 234419 0 235131 0 
236785 0 237490 0 238201 0 238914 10 239620 62 240332 42 241044 0 241750 0 
243397 9 244135 0 244847 0 245553 0 246264 56 246977 50 247689 0 248395 0 
250048 31 250768 0 251474 0 252186 0 252899 35 253605 54 254317 15 255029 0 
256655 41 257396 0 258108 0 258820 0 259526 20 260238 58 260950 36 261656 0 
263321 40 264059 0 264766 0 265471 0 266183 20 266895 58 267602 39 268313 0 
269984 49 270696 3 271403 0 272114 0 272825 8 273532 58 274244 45 274956 0 
276594 52 277334 12 278046 0 278754 0 279460 0 280171 53 280883 57 281590 0 
283264 53 284002 11 284715 0 285422 0 286133 0 286845 54 287552 53 288263 0 
289941 56 290648 18 291359 0 292072 0 292778 0 293484 54 294196 58 294908 0 
296582 55 297321 12 298034 0 298746 0 299451 0 300163 57 300875 55 301581 0 
303263 50 304001 5 304714 0 305420 0 306132 9 306843 61 307550 47 308262 0 
309961 49 310667 0 311379 0 312091 0 312803 11 313508 60 314220 45 314932 0 
316590 48 317329 0 318042 0 318754 0 319460 9 320171 58 320883 47 321589 0 
323280 40 324018 0 324731 0 325437 0 326148 24 326861 60 327568 34 328279 0 
329976 40 330682 0 331395 0 332106 0 332814 22 333520 59 334231 32 334943 0 
336610 37 337348 0 338087 0 338793 0 339498 35 340209 55 340921 20 341628 0 
343329 11 344068 0 344775 0 345481 0 346193 57 346905 48 347612 0 348323 0 
350030 5 350743 0 351449 0 352160 9 352873 58 353579 45 354291 0 355003 0 
356676 0 357416 0 358127 0 358834 11 359541 61 360252 40 360964 0 361671 0 
363380 0 364119 0 364828 0 365534 31 366245 55 366957 21 367664 0 368376 0 
370091 0 370814 0 371520 0 372232 54 372944 51 373651 1 374362 0 375074 0 
376783 0 377496 0 378208 11 378920 58 379626 43 380338 0 381051 0 381763 149 
383479 0 384219 0 384931 36 385637 55 386349 15 387061 0 387773 0 388479 1599 
390207 0 390946 16 391652 58 392364 35 393076 0 393788 0 394493 0 395205 2591 
396944 0 397650 42 398362 53 399074 12 399787 0 400492 0 401203 0 401915 2315 
403642 21 404381 58 405094 29 405801 0 406506 0 407218 0 407931 34 408637 1511 
410375 58 411114 46 411820 0 412527 0 413238 0 413950 14 414656 62 415368 81 
417109 58 417816 29 418523 0 419235 0 419946 0 420653 32 421364 61 422077 0 
423807 50 424523 0 425260 0 425972 0 426679 18 427391 59 428102 38 428810 0 
430547 7 431285 0 431998 0 432704 6 433416 59 434128 46 434834 0 435541 0 
437284 0 438022 0 438728 11 439484 58 440196 39 440909 0 441615 0 442327 0 
444076 0 444789 0 445494 38 446205 53 446918 11 447624 0 448336 0 449049 1471 
450797 0 451512 18 452223 58 452935 34 453642 0 454353 0 455065 0 455777 2405 
457530 15 458268 57 458981 38 459687 0 460400 0 461112 0 461823 26 462529 1758 
464293 58 465031 42 465737 0 466449 0 467160 0 467871 22 468577 65 469288 0 
472818 58 473533 28 474246 0 474958 0 475665 0 476377 38 477089 61 477801 0 
479329 12 480067 58 480779 41 481485 0 482196 0 482908 0 483614 24 484326 1687 
485863 0 486579 0 487290 52 488002 53 488709 11 489421 0 490132 0 490839 1431 
492376 0 493116 0 493828 0 494535 30 495246 57 495958 19 496664 0 497376 0 
498920 49 499626 0 500338 0 501050 0 501757 10 502468 58 503180 49 503887 0 
505430 47 506170 54 506876 11 507583 0 508295 0 509008 0 509714 61 510426 619 
511979 0 512685 34 513424 54 514135 19 514845 0 515551 0 516263 0 516975 2483 
518526 0 519267 0 519979 29 520686 55 521399 20 522110 0 522822 0 523528 1302 
525103 0 525832 0 526547 0 527258 38 527970 55 528676 9 529388 0 530099 0 
531631 33 532371 0 533084 0 533796 0 534501 27 535213 59 535924 29 536631 0 
538201 58 538918 41 539625 0 540337 0 541050 0 541756 22 542468 65 543179 0 
544714 0 545454 56 546165 48 546873 0 547579 0 548291 0 549003 11 549709 2135 
551287 0 552026 8 552733 59 553445 44 554156 0 554863 0 555570 0 556282 2231 
557856 0 558571 0 559283 6 559995 55 560701 49 561414 0 562125 0 562837 0 
564412 0 565150 0 565863 0 566569 13 567280 58 567992 42 568699 0 569411 0 
570997 47 571704 0 572417 0 573128 0 573841 11 574547 59 575259 41 575972 0 
577554 58 578293 35 579006 0 579712 0 580425 0 581136 26 581848 62 582555 0 
584146 16 584884 56 585591 21 586302 0 587015 0 587722 0 588434 59 589145 943 
590712 0 591451 36 592163 56 592875 15 593581 0 594293 0 595005 0 595711 2495 
597312 0 598050 6 598756 58 599493 35 600205 0 600911 0 601617 0 602329 2583 
603936 0 604643 0 605354 24 606067 58 606773 31 607484 0 608196 0 608903 795 
610502 0 611241 0 611953 0 612659 50 613371 52 614083 12 614789 0 615500 0 
617106 12 617813 0 618550 0 619261 13 619973 59 620680 39 621393 0 622104 0 
623684 36 624425 0 625137 0 625849 0 626556 26 627267 59 627979 30 628685 0 
630299 53 631037 13 631744 0 632455 0 633167 0 633879 58 634585 53 635296 0 
22534 0 723246 0 723953 0 724659 19 725372 59 726085 34 726792 0 727503 0 
1229242 57 1229952 46 1230665 0 1231377 0 1232091 0 1232797 16 1233509 64 1234221 0 
1235866 35 1236579 54 1237292 16 1237999 0 1238712 0 1239426 0 1240138 59 1240844 456 
1242502 19 1243207 58 1243914 30 1244627 0 1245340 0 1246047 0 1246760 36 1247473 1077 
1249127 0 1249833 59 1250547 45 1251259 0 1251966 0 1252679 0 1253393 17 1254105 1676 
1255761 0 1256474 39 1257179 54 1257885 11 1258599 0 1259312 0 1260019 0 1260732 2143 
1262398 0 1263110 28 1263817 57 1264530 21 1265242 0 1265949 0 1266663 0 1267375 2380 
1269038 0 1269752 19 1270465 59 1271172 35 1271878 0 1272591 0 1273303 0 1274010 2355 
