122 0 838 0 1544 0 2256 51 2968 51 3679 0 4385 0 5097 0 
6573 40 7311 0 8024 0 8730 0 9436 35 10148 53 10860 11 11565 0 
13086 59 13824 29 14530 0 15242 0 15954 0 16666 56 17371 48 18083 0 
19581 23 20320 57 21033 24 21740 0 22445 0 23158 0 23870 57 24576 45 
26113 0 26850 47 27556 43 28294 0 29007 0 29712 0 30418 29 31130 56 
32661 0 33375 10 34088 60 34800 37 35505 0 36217 0 36930 0 37642 38 
39177 0 39916 0 40623 31 41334 54 42046 11 42753 0 43459 0 44170 9 
45708 0 46422 0 47135 0 47847 49 48552 51 49265 0 49977 0 50688 0 
52230 0 52969 0 53680 0 54386 17 55098 57 55810 32 56516 0 57228 0 
58784 41 59490 0 60203 0 60915 0 61622 35 62333 54 63046 10 63752 0 
65305 53 66044 12 66752 0 67458 0 68170 12 68882 60 69587 37 70300 0 
71865 58 72571 32 73308 0 74020 0 74728 0 75433 53 76146 51 76858 1 
78416 54 79155 42 79880 0 80585 0 81298 0 82009 28 82715 57 83421 20 
84992 21 85729 55 86435 9 87147 0 87859 0 88565 11 89277 58 89989 38 
91530 9 92271 58 92983 38 93695 0 94401 0 95113 0 95825 37 96530 55 
98106 0 98837 53 99542 50 100255 0 100966 0 101678 0 102384 22 103096 59 
104648 0 105388 23 106100 58 106812 23 107518 0 108230 0 108943 0 109650 57 
111241 0 111980 17 112692 58 113397 27 114109 0 114822 0 115528 0 116240 57 
117836 0 118542 2 119254 58 119967 42 120679 0 121384 0 122097 0 122809 32 
124398 0 125138 0 125851 57 126557 43 127269 0 127981 0 128693 0 129398 32 
130999 0 131735 0 132441 55 133153 43 133865 0 134571 0 135283 0 135996 27 
137564 0 138305 0 139018 39 139730 51 140436 3 141148 0 141861 0 142566 18 
144173 0 144911 0 145617 52 146329 49 147042 3 147749 0 148455 0 149167 19 
150771 0 151485 0 152198 34 152910 55 153616 12 154328 0 155040 0 155747 9 
157353 0 158092 0 158798 31 159503 55 160216 11 160928 0 161634 0 162346 13 
163964 0 164670 0 165407 40 166119 51 166830 6 167536 0 168249 0 168961 16 
170547 0 171287 0 172000 31 172712 54 173418 7 174131 0 174843 0 175549 14 
177171 0 177910 0 178617 54 179329 49 180041 0 180752 0 181457 0 182170 24 
183797 0 184503 0 185215 54 185927 50 186634 0 187345 0 188058 0 188766 20 
190387 0 191126 5 191839 57 192544 39 193257 0 193969 0 194675 0 195386 33 
197019 0 197757 16 198462 57 199175 28 199887 0 200593 0 201304 0 202017 56 
203621 0 204360 21 205073 58 205780 27 206486 0 207198 0 207910 0 208616 56 
210255 0 210994 35 211705 53 212410 7 213122 0 213834 0 214540 14 215252 59 
216902 0 217609 55 218321 47 219033 0 219745 0 220451 0 221163 25 221875 58 
223514 16 224254 57 224966 32 225671 0 226383 0 227095 0 227801 49 228506 51 
230157 32 230887 56 231594 14 232305 0 233017 0 233729 9 234435 59 235147 36 
236794 50 237508 49 238221 0 238934 0 239640 0 240352 23 241064 59 241775 27 
243425 59 244163 26 244877 0 245582 0 246294 0 247007 55 247712 49 248423 0 
250082 56 250807 6 251513 0 252225 0 252938 15 253645 58 254356 29 255069 0 
256698 42 257438 0 258151 0 258863 0 259569 32 260281 53 260993 13 261698 0 
263362 10 264101 0 264807 0 265513 8 266225 59 266937 38 267643 0 268354 0 
270024 0 270736 0 271442 0 272154 28 272866 57 273572 19 274284 0 274997 0 
276633 0 277373 0 278085 0 278793 54 279499 50 280211 0 280923 0 281629 0 
283300 0 284039 0 284753 24 285458 56 286170 19 286883 0 287589 0 288301 4 
289978 0 290684 0 291395 57 292107 47 292814 0 293519 0 294231 0 294943 22 
296615 0 297353 52 298092 51 298799 3 299505 0 300217 0 300930 15 301636 60 
303320 27 304059 57 304771 16 305477 0 306189 0 306902 0 307608 59 308320 41 
310011 58 310717 42 311429 0 312141 0 312848 0 313553 32 314266 52 314978 15 
316636 54 317376 10 318089 0 318801 0 319507 11 320219 58 320931 38 321637 0 
323332 20 324070 0 324783 0 325488 0 326200 60 326913 44 327620 0 328331 0 
330027 0 330734 0 331445 0 332157 35 332864 55 333570 14 334282 0 334994 0 
336659 0 337398 0 338110 11 338818 58 339523 35 340235 0 340948 0 341653 0 
343354 0 344093 2 344805 58 345510 41 346222 0 346934 0 347641 0 348352 35 
350059 0 350771 50 351477 49 352189 0 352900 0 353607 0 354319 17 355030 59 
356708 27 357447 56 358159 17 358866 0 359572 0 360284 5 360996 58 361701 43 
363414 57 364153 20 364860 0 365565 0 366278 0 366990 58 367696 44 368407 0 
370123 35 370852 0 371558 0 372271 0 372984 56 373689 46 374400 0 375112 0 
376822 0 377536 0 378249 0 378961 40 379666 53 380378 2 381091 0 381803 0 
383514 0 384253 5 384991 57 385696 40 386408 0 387121 0 387832 0 388538 31 
390262 10 390999 58 391704 38 392416 0 393128 0 393836 0 394542 36 395254 55 
396993 57 397699 40 398410 0 399122 0 399834 0 400540 37 401252 54 401964 11 
403689 32 404428 0 405141 0 405849 0 406554 54 407266 50 407979 0 408685 0 
410416 0 411154 0 411860 0 412566 57 413279 46 413991 0 414696 0 415407 0 
417143 0 417850 0 418556 54 419268 47 419981 0 420686 0 421398 0 422110 22 
423841 0 424555 54 425267 47 425979 0 426685 0 427397 0 428109 22 428821 59 
