# Raw measurement data
#   No filters applied
#   Data scaled to the range from 0 to 1 for the envelope
Time;Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8
11.3;0.1278;-0.096946;0.43682;0.43359;0.082965;0.15541;-0.096922;0.27926
11.35;-0.095608;-0.071904;-0.033966;0.92224;0.19474;-0.076865;-0.074755;-0.093168
11.4;0.02353;0.24282;0.61564;-0.039321;0.19742;0.14207;0.2474;0.47076
11.45;-0.11009;-0.082992;0.40331;0.40218;-0.096633;-0.086509;0.012886;0.7847
11.5;-0.11009;-0.096946;-0.078112;0.31004;-0.052985;-0.086509;-0.096922;0.050437
11.55;-0.10117;0.16536;0.3291;-0.066172;-0.096633;-0.067141;0.39175;0.67078
11.6;-0.015313;-0.096946;-0.078112;0.33129;0.39327;0.019894;-0.096922;-0.1027
11.65;0.24589;-0.096946;-0.078112;0.083827;0.45281;0.33136;-0.096922;-0.1027
11.7;-0.063102;-0.096946;0.17654;0.36599;0.20878;0.063528;-0.096922;0.13153
11.75;0.69531;0.35337;-0.078112;-0.063664;-0.074748;0.65816;0.4215;-0.1027
11.8;0.27162;0.17428;0.47811;0.019622;-0.071795;0.28306;0.18054;0.46468
11.85;0.56597;-0.017401;0.23181;-0.010656;0.37179;0.51436;-0.0059912;0.14498
11.9;-0.10942;-0.096359;0.23152;0.97343;0.18868;-0.085849;-0.09645;-0.024324
11.95;-0.09744;-0.096946;-0.078112;-0.092066;0.33765;0.11439;-0.096922;-0.1027
12;0.11244;-0.068511;-0.078112;-0.031878;0.28521;0.18268;-0.069426;-0.1027
12.05;-0.11009;-0.086676;0.28867;0.39358;-0.096633;-0.086509;-0.056032;0.37423
12.1;0.016228;-0.096946;-0.078112;0.28133;0.40177;0.11723;-0.096922;-0.1027
12.15;-0.076003;-0.092442;-0.078112;0.69752;0.2813;-0.05545;-0.096922;-0.1027
12.2;0.19289;0.13028;0.42399;0.221;-0.096633;0.14669;0.13174;0.46147
12.25;0.14002;-0.006764;-0.078112;0.61311;0.23631;0.16293;-0.00042191;-0.1027
12.3;0.35186;-0.090592;-0.0014537;-0.069748;0.81279;0.45436;-0.089891;-0.03359
12.35;0.024713;0.30236;0.073364;0.50829;0.25283;-0.049958;0.27369;0.082582
12.4;-0.11009;0.23878;0.16608;0.36475;0.5007;0.013845;0.21736;0.12804
12.45;-0.11009;0.33589;0.11709;-0.083819;-0.096633;-0.042737;0.44116;0.60631
12.5;0.20693;0.30709;-0.0046292;-0.092066;0.13167;0.3634;0.31919;0.25057
12.55;-0.11009;-0.096946;0.29308;0.3934;-0.004542;-0.086509;-0.096922;0.36527
12.6;-0.11009;-0.096946;0.06928;0.47171;0.34538;-0.086509;-0.096922;0.06497
12.65;-0.024058;-0.096946;0.43713;0.27174;0.20379;0.029197;-0.096922;0.37867
12.7;0.12377;0.7649;0.16012;-0.088673;-0.025243;0.24316;0.76844;0.39626
12.75;0.026573;0.29064;0.27861;0.42839;-0.066761;0.041277;0.26802;0.32447
12.8;-0.11009;0.71898;0.30087;0.084984;0.071926;-0.086509;0.66307;0.37834
12.85;0.93894;0.14254;-0.023897;-0.047025;0.025393;0.87945;0.13906;-0.051593
12.9;-0.11009;-0.096946;-0.059342;0.39001;0.091517;-0.086509;-0.096922;0.49573
12.95;-0.10761;-0.096946;-0.068363;0.40481;0.061951;-0.086509;-0.096922;-0.0080741
13;-0.051561;0.32697;0.3897;-0.092066;-0.096633;-0.045949;0.35278;0.75462
13.05;0.058545;-0.096946;-0.078112;0.36962;0.38793;0.12517;-0.096922;-0.1027
13.1;0.1483;-0.096946;-0.074807;-0.086204;0.72992;0.3838;-0.096922;-0.10203
13.15;-0.060396;-0.075011;0.29933;0.30762;0.41121;0.040478;-0.096922;0.27055
13.2;0.72399;0.12328;0.094349;-0.056257;-0.028697;0.70769;0.2052;0.10059
13.25;-0.052188;0.74443;0.307;-0.08168;0.034038;-0.030399;0.72913;0.45729
13.3;0.39466;0.2815;-0.078112;0.32441;0.15004;0.34817;0.27567;-0.1027
13.35;-0.010883;0.32349;0.63449;-0.052423;0.15788;0.046752;0.31859;0.5947
13.4;0.41178;0.08749;-0.04293;-0.092066;-0.049813;0.35628;0.054999;-0.05453
13.45;0.32589;0.060689;-0.078112;-0.092066;0.15128;0.40479;0.062386;-0.1027
13.5;-0.11009;-0.096946;0.31296;0.29813;-0.03477;-0.086509;-0.096922;0.52816
13.55;0.15805;-0.096946;-0.060184;0.15346;0.5435;0.26676;-0.096922;-0.1027
