# Raw simulation data
#   No filters applied
#   Data scaled to the range from 0 to 1 for the envelope
Time;Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8
9.65;0.96006;0.88176;0.94909;0.79258;0.98829;0.60469;0.82409;0.75453
9.7;0.91646;0.87627;0.9547;0.80408;0.91453;0.62798;0.79897;0.74525
9.75;0.8784;0.87053;0.96013;0.81476;0.72327;0.89088;0.78123;0.74168
9.8;0.9174;0.86725;0.96453;0.82261;0.45198;1.1915;0.80812;0.73164
9.85;0.89917;0.86774;0.96716;0.82603;0.32702;1.2619;0.88021;0.71804
9.9;0.89531;0.8749;0.96794;0.82414;0.60058;1.2328;0.9319;0.71644
9.95;0.88948;0.8854;0.96731;0.81802;0.44096;1.2495;0.93265;0.7164
10;0.80668;0.89843;0.96614;0.81051;0.44939;1.4113;0.91169;0.7178
10.05;0.79874;0.91334;0.96527;0.80515;0.50875;1.4368;0.91743;0.72417
10.1;0.80037;0.92518;0.96529;0.80435;0.57514;1.3048;0.95017;0.7319
10.15;0.77739;0.93257;0.96596;0.80778;0.56533;0.94717;0.9454;0.73015
10.2;0.77224;0.93556;0.96627;0.81342;0.86538;0.81737;0.88077;0.71949
10.25;0.80663;0.93564;0.9656;0.81847;1.0883;0.84404;0.88488;0.71228
10.3;0.83626;0.93474;0.96412;0.82092;1.1186;0.88351;0.87528;0.71285
10.35;0.92827;0.93392;0.96238;0.82136;1.2277;0.88285;0.84794;0.71143
10.4;0.94766;0.93303;0.96088;0.82165;1.2673;0.85545;0.83509;0.69474
10.45;0.93476;0.93136;0.96026;0.82307;1.2212;0.83604;0.8245;0.66713
10.5;0.91665;0.92864;0.96062;0.82566;1.2536;0.86149;0.82222;0.64398
10.55;0.89418;0.92455;0.96158;0.82897;1.2843;0.90508;0.838;0.63587
10.6;0.86742;0.91898;0.96261;0.83279;1.2501;0.87899;0.87473;0.63797
10.65;0.84153;0.91207;0.96316;0.83732;1.1898;0.81797;0.91694;0.64368
10.7;0.82022;0.90467;0.96293;0.84322;1.1119;0.7923;0.95548;0.65
10.75;0.80443;0.89829;0.9623;0.85044;1.0258;0.81317;0.97079;0.66242
10.8;0.79594;0.89487;0.96186;0.85761;0.9064;0.92384;0.98292;0.68455
10.85;0.7993;0.89318;0.96163;0.86322;0.78827;1.0909;0.97514;0.71324
10.9;0.82297;0.89192;0.96112;0.86651;0.77871;1.099;0.94035;0.73444
10.95;0.86031;0.89082;0.96045;0.86759;0.97673;1.0462;0.89717;0.74815
11;0.87581;0.89139;0.96053;0.86748;1.1071;1.0006;0.86507;0.75705
11.05;0.86032;0.895;0.96254;0.86776;1.2387;1.0091;0.827;0.76184
11.1;0.89036;0.90094;0.96636;0.86918;1.2764;1.0432;0.80356;0.75523
11.15;0.92859;0.90682;0.97074;0.87119;1.1887;1.0538;0.79763;0.74155
11.2;0.95308;0.91141;0.97402;0.87247;1.14;1.012;0.79886;0.72306
11.25;0.98141;0.91533;0.97518;0.87247;1.1633;0.94755;0.81402;0.70289
11.3;0.97957;0.92067;0.97463;0.87108;1.2089;0.92837;0.84507;0.69274
11.35;0.90457;0.92809;0.97359;0.86876;1.1879;0.91748;0.8884;0.69451
11.4;0.80287;0.93687;0.97255;0.86695;1.1143;0.96874;0.94281;0.70507
11.45;0.7354;0.94523;0.97158;0.86688;1.0686;1.0519;0.96036;0.72059
11.5;0.71507;0.95209;0.97065;0.86879;1.0999;1.0516;0.94508;0.73864
11.55;0.79258;0.95683;0.96993;0.87183;1.0992;1.0029;0.91955;0.75218
11.6;0.86465;0.95895;0.96964;0.87498;1.1198;0.91619;0.89486;0.76496
11.65;0.88379;0.95877;0.96963;0.87771;1.0951;0.90208;0.88178;0.78079
11.7;0.87502;0.95739;0.97016;0.8801;0.99757;1.0676;0.88954;0.79831
11.75;0.8701;0.95578;0.97138;0.88287;0.93457;1.2474;0.91364;0.81087
11.8;0.88947;0.95476;0.97276;0.88634;0.90871;1.2222;0.94588;0.81123
11.85;0.90513;0.95515;0.97305;0.89051;0.87603;1.0961;0.97601;0.8033
11.9;0.90796;0.95778;0.97166;0.8945;0.8747;0.94529;0.9861;0.79665
11.95;0.90857;0.96096;0.96925;0.89703;0.87631;0.90132;0.96817;0.80104
12;0.92047;0.96297;0.96716;0.89807;0.83824;0.93788;0.94772;0.81379
12.05;0.94672;0.96225;0.96689;0.89848;0.80015;1.0073;0.91812;0.83027
12.1;0.96545;0.95919;0.96902;0.89956;0.78613;1.1624;0.8891;0.84346
12.15;0.969;0.95503;0.97249;0.90176;0.83974;1.3383;0.86778;0.84432
12.2;0.9767;0.95182;0.97603;0.90473;0.91013;1.4451;0.84041;0.82998
12.25;0.99061;0.95124;0.97905;0.90773;0.97388;1.3934;0.81984;0.80912
12.3;0.99373;0.95409;0.98106;0.91001;1.0302;1.3793;0.84486;0.79506
12.35;0.95159;0.95884;0.9818;0.91108;1.0623;1.4275;0.88458;0.78919
12.4;0.87754;0.96373;0.98139;0.91094;1.0128;1.4274;0.8939;0.78612
12.45;0.83427;0.9673;0.98026;0.91047;0.91639;1.3245;0.89773;0.78213
12.5;0.88296;0.969;0.97894;0.91063;0.86207;1.195;0.87507;0.7783
12.55;0.99403;0.96899;0.978;0.91155;1.1965;0.93041;0.86317;0.77389
12.6;1.0024;0.96749;0.97784;0.91293;1.1834;0.8479;0.89458;0.76644
12.65;0.99226;0.96525;0.9785;0.91415;1.1255;0.88038;0.9035;0.75668
12.7;0.99675;0.96285;0.97907;0.91474;1.1105;0.91774;0.89169;0.74176
12.75;0.98199;0.96148;0.97874;0.91477;1.046;0.89067;0.88966;0.72425
12.8;0.94527;0.96252;0.97834;0.91474;0.9571;0.83849;0.90257;0.71477
12.85;0.90898;0.96482;0.97901;0.91508;0.91611;0.91002;0.91675;0.70956
12.9;0.94437;0.96577;0.98054;0.91596;0.69975;1.1717;0.92156;0.70729
12.95;0.94427;0.9648;0.98191;0.91725;0.55236;1.2885;0.91549;0.71228
13;0.90059;0.96463;0.98231;0.91852;0.41755;1.2216;0.90579;0.72189
13.05;0.90157;0.96673;0.98171;0.91915;0.88219;0.93995;0.91287;0.73258
13.1;0.93958;0.97057;0.98068;0.91896;1.059;0.7145;0.93616;0.74021
13.15;0.97379;0.97446;0.97986;0.91874;1.0017;0.71543;0.93906;0.75056
13.2;0.9868;0.97709;0.97984;0.91971;0.81112;0.90093;0.90628;0.76838
