# Simulation data of water height over weir
#   Calculated by integrating alpha.water over the height
#   Averaged over 51 different times:
#       5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6, 6.1, 6.2, 6.3, 6.4, 6.5, 6.6, 6.7, 6.8, 6.9, 7, 7.1, 7.2, 7.3, 7.4, 7.5, 7.6, 7.7, 7.8, 7.9, 8, 8.1, 8.2, 8.3, 8.4, 8.5, 8.6, 8.7, 8.8, 8.9, 9, 9.1, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7, 9.8, 9.9, 10, 
position;mean(height);median(height);std(height);diff(height,mean)
-0.17114;1.5751;1.5052;0.2077;-0.66808
-0.17064;1.5696;1.5123;0.17972;-0.67363
-0.17014;1.5842;1.5478;0.14499;-0.65902
-0.16964;1.5722;1.5382;0.14774;-0.67096
-0.16914;1.5361;1.4617;0.19854;-0.70706
-0.16864;1.6003;1.5407;0.19436;-0.64283
-0.16814;1.5505;1.5002;0.17593;-0.69265
-0.16764;1.514;1.4741;0.15127;-0.72919
-0.16714;1.5866;1.557;0.13482;-0.65655
-0.16664;1.5325;1.4674;0.19451;-0.71069
-0.16614;1.6168;1.5601;0.177;-0.62641
-0.16564;1.5652;1.5188;0.15594;-0.67801
-0.16514;1.5148;1.4834;0.13701;-0.72834
-0.16464;1.589;1.5714;0.11842;-0.6542
-0.16414;1.5364;1.4958;0.17784;-0.70675
-0.16364;1.6118;1.5815;0.1668;-0.63143
-0.16314;1.5602;1.5315;0.14816;-0.68301
-0.16264;1.4749;1.4415;0.12896;-0.76824
-0.16214;1.4649;1.4234;0.12787;-0.77832
-0.16164;1.6499;1.5993;0.14464;-0.59332
-0.16114;1.5853;1.525;0.15364;-0.65786
-0.16064;1.5806;1.53;0.12987;-0.66256
-0.16014;1.5926;1.5479;0.10089;-0.65057
-0.15964;1.5824;1.5357;0.10298;-0.66083
-0.15914;1.5418;1.4571;0.14814;-0.70134
-0.15864;1.5417;1.4597;0.14787;-0.70147
-0.15814;1.5716;1.5148;0.12666;-0.67154
-0.15764;1.581;1.5428;0.10258;-0.66217
-0.15714;1.5807;1.5524;0.10257;-0.6625
-0.15664;1.5429;1.4784;0.1485;-0.70027
-0.15614;1.6168;1.5658;0.14048;-0.62641
-0.15564;1.5646;1.5075;0.12473;-0.67854
-0.15514;1.5146;1.4643;0.1117;-0.72861
-0.15464;1.5872;1.5461;0.1017;-0.65595
-0.15414;1.5264;1.4507;0.15757;-0.71676
-0.15364;1.5253;1.4565;0.16022;-0.71783
-0.15314;1.5739;1.5231;0.13147;-0.66928
-0.15264;1.5701;1.5318;0.11124;-0.67309
-0.15214;1.4696;1.4173;0.12779;-0.77362
-0.15164;1.6438;1.5793;0.14619;-0.5994
-0.15114;1.6445;1.5793;0.14778;-0.59865
-0.15064;1.5618;1.5036;0.1377;-0.68133
-0.15014;1.5122;1.4597;0.12524;-0.73103
-0.14964;1.5854;1.5399;0.11596;-0.65777
-0.14914;1.5244;1.4437;0.17496;-0.71881
-0.14864;1.5249;1.4425;0.17794;-0.71828
-0.14814;1.5739;1.5102;0.14801;-0.66924
-0.14764;1.589;1.5379;0.12307;-0.65422
-0.14714;1.5899;1.5374;0.12679;-0.6533
-0.14664;1.5315;1.4441;0.18658;-0.71171
-0.14614;1.616;1.5365;0.17484;-0.62722
-0.14564;1.5646;1.4952;0.15755;-0.67862
-0.14514;1.4612;1.3948;0.15421;-0.78203
-0.14464;1.4618;1.3945;0.16035;-0.78134
-0.14414;1.648;1.5691;0.17995;-0.59519
-0.14364;1.584;1.4968;0.19839;-0.65919
-0.14314;1.5811;1.5081;0.17536;-0.66204
-0.14264;1.5776;1.521;0.1536;-0.66563
-0.14214;1.481;1.4053;0.17772;-0.76219
-0.14164;1.6559;1.5669;0.19805;-0.58726
-0.14114;1.657;1.5658;0.20002;-0.58619
-0.14064;1.5747;1.4894;0.18847;-0.66852
-0.14014;1.5261;1.4492;0.17562;-0.71703
-0.13964;1.6025;1.5303;0.16837;-0.64067
-0.13914;1.5522;1.437;0.23871;-0.691
-0.13864;1.6363;1.5277;0.22928;-0.60686
-0.13814;1.5855;1.4863;0.21521;-0.65763
-0.13764;1.485;1.3864;0.21606;-0.75814
-0.13714;1.4899;1.3881;0.22681;-0.75325
-0.13664;1.6768;1.5629;0.24334;-0.56635
-0.13614;1.678;1.562;0.24642;-0.56523
-0.13564;1.5943;1.4867;0.23417;-0.64893
-0.13514;1.5459;1.4461;0.22312;-0.69728
-0.13464;1.6222;1.5263;0.21698;-0.62098
-0.13414;1.5715;1.4283;0.29544;-0.67166
-0.13364;1.5761;1.429;0.30508;-0.66705
-0.13314;1.6221;1.4989;0.2705;-0.62109
-0.13264;1.6198;1.5093;0.24926;-0.62342
-0.13214;1.5295;1.3996;0.28075;-0.7137
-0.13164;1.7043;1.5615;0.29745;-0.53884
-0.13114;1.7052;1.5581;0.29861;-0.53795
-0.13064;1.6202;1.48;0.28461;-0.623
-0.13014;1.5701;1.4401;0.26836;-0.67304
-0.12964;1.6448;1.5249;0.25438;-0.59834
-0.12914;1.6002;1.4272;0.33619;-0.64299
-0.12864;1.6057;1.4235;0.34377;-0.6375
-0.12814;1.648;1.4978;0.30533;-0.59522
-0.12764;1.6538;1.5277;0.26081;-0.58941
-0.12714;1.6527;1.5271;0.25505;-0.59044
-0.12664;1.6118;1.4324;0.3371;-0.63138
-0.12614;1.6942;1.5309;0.32256;-0.54894
-0.12564;1.6418;1.4944;0.30482;-0.60136
-0.12514;1.5456;1.4043;0.28887;-0.69758
-0.12464;1.55;1.4067;0.28161;-0.69321
-0.12414;1.7158;1.5605;0.31244;-0.52741
-0.12364;1.6593;1.4955;0.3255;-0.58392
-0.12314;1.6444;1.5099;0.28699;-0.59881
-0.12264;1.6314;1.5245;0.25118;-0.61176
-0.12214;1.5487;1.4249;0.26452;-0.69452
-0.12164;1.732;1.5889;0.28627;-0.51114
-0.12114;1.7313;1.5922;0.28162;-0.51191
-0.12064;1.6436;1.5206;0.26329;-0.59961
-0.12014;1.5856;1.4951;0.23672;-0.65761
-0.11964;1.6519;1.5963;0.20985;-0.59124
-0.11914;1.6275;1.5391;0.28955;-0.6157
-0.11864;1.7061;1.6452;0.27117;-0.53704
-0.11814;1.6475;1.5958;0.24987;-0.59571
-0.11764;1.5403;1.4981;0.23935;-0.70285
-0.11714;1.5391;1.5153;0.23295;-0.70406
-0.11664;1.7337;1.7091;0.24889;-0.50944
-0.11614;1.7331;1.713;0.24694;-0.51007
-0.11564;1.6426;1.6315;0.23217;-0.60054
-0.11514;1.5844;1.5879;0.21313;-0.6588
-0.11464;1.6513;1.6652;0.19522;-0.59187
-0.11414;1.6312;1.6422;0.26614;-0.61201
-0.11364;1.7091;1.7096;0.25311;-0.53405
-0.11314;1.6489;1.6511;0.23476;-0.59425
-0.11264;1.5839;1.598;0.22505;-0.6593
-0.11214;1.648;1.682;0.21361;-0.59522
-0.11164;1.6512;1.6808;0.26667;-0.59198
-0.11114;1.718;1.7253;0.26082;-0.52518
-0.11064;1.6547;1.6617;0.2382;-0.58851
-0.11014;1.5969;1.5917;0.2233;-0.64629
-0.10964;1.6666;1.6626;0.21284;-0.57657
-0.10914;1.6554;1.6385;0.29673;-0.58783
-0.10864;1.6674;1.645;0.29081;-0.57575
-0.10814;1.6692;1.6529;0.26246;-0.574
-0.10764;1.6506;1.613;0.23557;-0.59258
-0.10714;1.5887;1.5266;0.25224;-0.65449
-0.10664;1.7637;1.6971;0.29688;-0.47948
-0.10614;1.713;1.6398;0.31513;-0.53019
-0.10564;1.6866;1.6261;0.27716;-0.55657
-0.10514;1.6642;1.5939;0.24463;-0.57896
-0.10464;1.6015;1.5113;0.26171;-0.64168
-0.10414;1.7781;1.68;0.30458;-0.46509
-0.10364;1.7905;1.6977;0.2952;-0.45266
-0.10314;1.6982;1.6209;0.27557;-0.54502
-0.10264;1.5922;1.5212;0.26652;-0.65094
-0.10214;1.599;1.5294;0.26839;-0.64415
-0.10164;1.8016;1.728;0.29167;-0.44155
-0.10114;1.8032;1.7411;0.28923;-0.43995
-0.10064;1.7104;1.6688;0.26989;-0.53282
-0.10014;1.6485;1.6219;0.24673;-0.59466
-0.099643;1.7139;1.7114;0.22433;-0.52928
-0.099143;1.7163;1.7218;0.31327;-0.52689
-0.098643;1.7245;1.7382;0.31464;-0.51868
-0.098143;1.7413;1.7542;0.26818;-0.50187
-0.097643;1.7132;1.7249;0.2291;-0.53002
-0.097143;1.6327;1.6485;0.24774;-0.6105
-0.096643;1.83;1.8529;0.27441;-0.41321
-0.096143;1.8361;1.868;0.2773;-0.40712
-0.095643;1.7434;1.7742;0.26374;-0.49978
-0.095143;1.6326;1.6636;0.2505;-0.61061
-0.094643;1.6368;1.668;0.24618;-0.6064
-0.094143;1.8466;1.888;0.27086;-0.39662
-0.093643;1.8522;1.888;0.27359;-0.39096
-0.093143;1.7587;1.784;0.25931;-0.48452
-0.092643;1.6537;1.6685;0.2423;-0.58953
-0.092143;1.6623;1.697;0.23941;-0.58087
-0.091643;1.8604;1.9155;0.278;-0.38277
-0.091143;1.8744;1.9223;0.27447;-0.36882
-0.090643;1.7827;1.8225;0.26136;-0.46053
-0.090143;1.682;1.7094;0.25159;-0.56116
-0.089643;1.6934;1.7009;0.25302;-0.54977
-0.089143;1.8902;1.9247;0.2839;-0.35294
-0.088643;1.8989;1.9569;0.27644;-0.34433
-0.088143;1.8006;1.8554;0.2579;-0.44259
-0.087643;1.6995;1.7332;0.24964;-0.54364
-0.087143;1.7148;1.7256;0.25422;-0.52841
-0.086643;1.9171;1.9502;0.28434;-0.32607
-0.086143;1.9254;1.9508;0.27766;-0.31783
-0.085643;1.8269;1.8374;0.2582;-0.41632
-0.085143;1.7628;1.7624;0.24107;-0.48036
-0.084643;1.8303;1.8105;0.22813;-0.41288
-0.084143;1.8741;1.8886;0.30073;-0.36913
-0.083643;1.9376;1.9552;0.27662;-0.3056
-0.083143;1.8568;1.8662;0.25189;-0.38634
-0.082643;1.7902;1.7919;0.23733;-0.45299
-0.082143;1.8551;1.8603;0.22749;-0.38807
-0.081643;1.9057;1.9633;0.29424;-0.3375
-0.081143;1.9619;2.0231;0.27509;-0.28131
-0.080643;1.8789;1.9293;0.25172;-0.36429
-0.080143;1.8074;1.8297;0.23582;-0.43577
-0.079643;1.8628;1.8688;0.22251;-0.38035
-0.079143;1.9232;1.9746;0.27872;-0.31998
-0.078643;1.9331;1.982;0.28321;-0.31009
-0.078143;1.9233;1.9421;0.25818;-0.3199
-0.077643;1.8788;1.8717;0.23705;-0.36433
-0.077143;1.8156;1.807;0.25894;-0.42761
-0.076643;2.0204;2.0334;0.26165;-0.22274
-0.076143;2.0203;2.0311;0.25877;-0.22284
-0.075643;1.9146;1.9139;0.24652;-0.32858
-0.075143;1.8055;1.7837;0.25187;-0.43773
-0.074643;1.8159;1.7739;0.26329;-0.42725
-0.074143;2.0335;2.0081;0.26254;-0.20971
-0.073643;2.0332;2.0037;0.25928;-0.20997
-0.073143;1.9266;1.8852;0.2498;-0.31653
-0.072643;1.8171;1.7585;0.25851;-0.4261
-0.072143;1.8293;1.768;0.26904;-0.41391
-0.071643;2.047;2.0018;0.26377;-0.19618
-0.071143;2.0473;1.9944;0.2594;-0.19592
-0.070643;1.9401;1.8757;0.25321;-0.30311
-0.070143;1.8318;1.7441;0.26123;-0.4114
-0.069643;1.8435;1.7633;0.27351;-0.39973
-0.069143;2.0616;1.9943;0.26627;-0.1816
-0.068643;2.0616;1.9935;0.2624;-0.18155
-0.068143;1.9535;1.8844;0.25697;-0.28965
-0.067643;1.8457;1.7877;0.26579;-0.3975
-0.067143;1.8578;1.7999;0.27916;-0.38534
-0.066643;2.0756;2.0375;0.27173;-0.16756
-0.066143;2.0749;2.0423;0.26904;-0.1683
-0.065643;1.9665;1.9243;0.26346;-0.27672
-0.065143;1.8945;1.8288;0.26665;-0.34868
-0.064643;1.9524;1.8778;0.27257;-0.29082
-0.064143;2.0188;1.9808;0.2953;-0.22434
-0.063643;2.0177;1.9782;0.29264;-0.2255
-0.063143;1.9903;1.9341;0.27032;-0.25292
-0.062643;1.9439;1.8794;0.26839;-0.29931
-0.062143;1.8946;1.8511;0.29537;-0.34862
-0.061643;2.1019;2.0784;0.28965;-0.14129
-0.061143;2.1002;2.082;0.28668;-0.14298
-0.060643;1.9923;1.9702;0.28092;-0.25091
-0.060143;1.9169;1.8895;0.27765;-0.32632
-0.059643;1.9666;1.938;0.27159;-0.2766
-0.059143;2.0338;2.0416;0.29901;-0.20942
-0.058643;2.0962;2.0939;0.30178;-0.14694
-0.058143;2.0219;1.9973;0.31172;-0.22126
-0.057643;1.9187;1.8771;0.31528;-0.32444
-0.057143;1.922;1.8688;0.31775;-0.32123
-0.056643;2.1265;2.0975;0.30001;-0.11672
-0.056143;2.1252;2.0925;0.29638;-0.11799
-0.055643;2.0165;1.9727;0.28964;-0.22665
-0.055143;1.9113;1.8527;0.29783;-0.33187
-0.054643;1.9259;1.8525;0.30867;-0.31729
-0.054143;2.1387;2.0862;0.29841;-0.10445
-0.053643;2.1369;2.0821;0.29361;-0.10624
-0.053143;2.0277;1.9626;0.28788;-0.21544
-0.052643;1.9225;1.8482;0.29543;-0.3207
-0.052143;1.9378;1.8648;0.30438;-0.30537
-0.051643;2.151;2.0981;0.29266;-0.092149
-0.051143;2.1492;2.0978;0.28763;-0.094016
-0.050643;2.0393;1.9819;0.28255;-0.20385
-0.050143;1.9347;1.8705;0.29022;-0.30852
-0.049643;1.9511;1.8665;0.29869;-0.29207
-0.049143;2.1658;2.0986;0.28576;-0.077351
-0.048643;2.1636;2.0914;0.2809;-0.079605
-0.048143;2.0522;1.9696;0.2764;-0.191
-0.047643;1.9469;1.8492;0.28403;-0.29631
-0.047143;1.9631;1.8574;0.29217;-0.28013
-0.046643;2.1786;2.091;0.27806;-0.064588
-0.046143;2.1759;2.0872;0.2736;-0.06731
-0.045643;2.0636;1.9671;0.2701;-0.17956
-0.045143;1.9895;1.8818;0.2745;-0.2537
-0.044643;2.0466;1.9357;0.27679;-0.19655
-0.044143;2.1274;2.0439;0.28178;-0.11579
-0.043643;2.1261;2.0454;0.27677;-0.11707
-0.043143;2.0834;1.9948;0.26407;-0.15977
-0.042643;2.0334;1.9365;0.26479;-0.20979
-0.042143;1.9938;1.8987;0.28192;-0.24936
-0.041643;2.2;2.12;0.26818;-0.043167
-0.041143;2.1966;2.1164;0.26386;-0.046605
-0.040643;2.0837;1.9979;0.26144;-0.15947
-0.040143;2.0057;1.9092;0.26066;-0.23744
-0.039643;2.0493;1.9507;0.25529;-0.1939
-0.039143;2.1354;2.06;0.26005;-0.10775
-0.038643;2.1503;2.0662;0.27283;-0.092906
-0.038143;2.1299;2.0264;0.28202;-0.11325
-0.037643;2.0772;1.9643;0.28154;-0.16598
-0.037143;2.0259;1.9192;0.2876;-0.21728
-0.036643;2.2244;2.1406;0.26189;-0.018776
-0.036143;2.2211;2.1371;0.25739;-0.02206
-0.035643;2.1076;2.0186;0.25605;-0.13559
-0.035143;2.0041;1.9154;0.26457;-0.23905
-0.034643;2.0225;1.9288;0.27287;-0.22071
-0.034143;2.238;2.16;0.25522;-0.0051862
-0.033643;2.2345;2.1571;0.25017;-0.008699
-0.033143;2.1201;2.0383;0.24877;-0.12308
-0.032643;2.0163;1.9256;0.25627;-0.22691
-0.032143;2.0351;1.9348;0.26323;-0.20806
-0.031643;2.2504;2.1646;0.245;0.0071775
-0.031143;2.2472;2.1608;0.24033;0.0039813
-0.030643;2.133;2.0455;0.2397;-0.11016
-0.030143;2.0235;1.9397;0.24116;-0.21966
-0.029643;2.0302;1.9541;0.2364;-0.21293
-0.029143;2.2497;2.1761;0.22068;0.0064886
-0.028643;2.2671;2.1874;0.23187;0.02387
-0.028143;2.1763;2.0838;0.2502;-0.066903
-0.027643;2.0711;1.9794;0.2529;-0.17207
-0.027143;2.0787;1.9969;0.24648;-0.16451
-0.026643;2.2829;2.212;0.21921;0.039743
-0.026143;2.2806;2.217;0.21423;0.037468
-0.025643;2.1659;2.101;0.21388;-0.077313
-0.025143;2.087;2.0279;0.21091;-0.15614
-0.024643;2.1324;2.0807;0.20122;-0.11078
-0.024143;2.2312;2.1825;0.192;-0.011964
-0.023643;2.2521;2.2017;0.20086;0.0088699
-0.023143;2.226;2.1728;0.21465;-0.017198
-0.022643;2.1695;2.1187;0.21427;-0.073677
-0.022143;2.1329;2.0887;0.20586;-0.11024
-0.021643;2.328;2.2962;0.18081;0.084786
-0.021143;2.3258;2.2967;0.17645;0.082637
-0.020643;2.212;2.1813;0.1763;-0.031151
-0.020143;2.1357;2.1075;0.17314;-0.10745
-0.019643;2.1807;2.1588;0.16578;-0.062445
-0.019143;2.2786;2.2573;0.15844;0.035388
-0.018643;2.3018;2.2816;0.16661;0.058664
-0.018143;2.2791;2.2594;0.17646;0.035906
-0.017643;2.2073;2.1835;0.16785;-0.035863
-0.017143;2.1576;2.1221;0.15824;-0.085627
-0.016643;2.364;2.3393;0.14487;0.12085
-0.016143;2.3899;2.3645;0.1516;0.14668
-0.015643;2.309;2.2789;0.16368;0.065816
-0.015143;2.2088;2.1811;0.16524;-0.034413
-0.014643;2.2262;2.2096;0.15941;-0.017003
-0.014143;2.4201;2.4097;0.14127;0.17687
-0.013643;2.4148;2.4063;0.13935;0.17167
-0.013143;2.3006;2.2931;0.13962;0.057406
-0.012643;2.2078;2.2013;0.14559;-0.03539
-0.012143;2.2405;2.237;0.15586;-0.0026929
-0.011643;2.4427;2.4445;0.1462;0.19955
-0.011143;2.4369;2.4406;0.14249;0.19373
-0.010643;2.3214;2.3229;0.14151;0.078223
-0.010143;2.2466;2.2443;0.14004;0.0034081
-0.009643;2.2907;2.2966;0.13827;0.047528
-0.009143;2.3861;2.4009;0.13636;0.14289
-0.008643;2.4532;2.4706;0.14293;0.20998
-0.008143;2.3924;2.4076;0.15452;0.14917
-0.007643;2.2947;2.324;0.15585;0.051518
-0.007143;2.303;2.3446;0.1554;0.059778
-0.006643;2.4835;2.5181;0.14153;0.2403
-0.006143;2.476;2.5104;0.13657;0.23286
-0.005643;2.3608;2.3969;0.13553;0.11757
-0.005143;2.2952;2.334;0.14133;0.052001
-0.004643;2.3594;2.401;0.15398;0.11625
-0.004143;2.4461;2.487;0.15441;0.2029
-0.003643;2.4769;2.5179;0.15191;0.23375
-0.003143;2.3748;2.4187;0.15274;0.13163
-0.002643;2.2874;2.3355;0.16825;0.044236
-0.002143;2.3302;2.4062;0.20008;0.086996
-0.001643;2.5278;2.5992;0.19136;0.28461
-0.001143;2.523;2.5937;0.19403;0.27985
-0.000643;2.4107;2.4838;0.19752;0.16754
-0.000143;2.3599;2.4551;0.22085;0.11672
0.000357;2.445;2.5665;0.25421;0.20185
0.000857;2.5342;2.6537;0.25797;0.29106
0.001357;2.5335;2.6538;0.26285;0.29031
0.001857;2.4781;2.6047;0.25595;0.23494
0.002357;2.4514;2.5889;0.27762;0.20823
0.002857;2.4665;2.6357;0.32266;0.22333
0.003357;2.6535;2.8159;0.30701;0.41036
0.003857;2.6513;2.8142;0.30795;0.40811
0.004357;2.5384;2.7014;0.30985;0.29519
0.004857;2.4465;2.6158;0.32521;0.20333
0.005357;2.4697;2.6316;0.34317;0.2265
0.005857;2.6675;2.8175;0.32715;0.42434
0.006357;2.7098;2.8643;0.34825;0.4666
0.006857;2.6511;2.8114;0.3751;0.40789
0.007357;2.5553;2.7184;0.38741;0.31214
0.007857;2.5595;2.7195;0.39324;0.31635
0.008357;2.7198;2.8743;0.35822;0.47663
0.008857;2.6825;2.838;0.35969;0.43932
0.009357;2.5944;2.7499;0.35093;0.35123
0.009857;2.5229;2.6584;0.3419;0.27974
0.010357;2.5059;2.6462;0.3353;0.26269
0.010857;2.6012;2.7364;0.33824;0.358
0.011357;2.6338;2.7855;0.35481;0.39066
0.011857;2.6163;2.7812;0.36467;0.37317
0.012357;2.5044;2.6563;0.34169;0.26123
0.012857;2.4045;2.5123;0.3306;0.16131
0.013357;2.5869;2.6839;0.31079;0.34374
0.013857;2.6148;2.6993;0.32708;0.37161
0.014357;2.5388;2.6173;0.34784;0.2956
0.014857;2.3922;2.4479;0.3372;0.14904
0.015357;2.3403;2.3521;0.32104;0.097143
0.015857;2.5316;2.5307;0.30166;0.28839
0.016357;2.5309;2.5287;0.32319;0.28777
0.016857;2.4882;2.4838;0.33632;0.24499
0.017357;2.3939;2.3832;0.31648;0.15076
0.017857;2.3171;2.296;0.30589;0.073959
0.018357;2.5087;2.4906;0.28755;0.26554
0.018857;2.5375;2.5173;0.30222;0.29436
0.019357;2.4608;2.4374;0.31979;0.21763
0.019857;2.3351;2.3088;0.30445;0.091932
0.020357;2.3214;2.2919;0.27984;0.078258
0.020857;2.521;2.4979;0.26124;0.27787
0.021357;2.5531;2.5256;0.27243;0.30995
0.021857;2.4797;2.4475;0.2862;0.23647
0.022357;2.3536;2.3247;0.27153;0.11042
0.022857;2.3397;2.3277;0.24978;0.096488
0.023357;2.538;2.5256;0.23399;0.29485
0.023857;2.5704;2.5578;0.24534;0.32719
0.024357;2.4982;2.4836;0.25825;0.25501
0.024857;2.3914;2.3958;0.24641;0.14817
0.025357;2.4017;2.415;0.23063;0.15851
0.025857;2.4896;2.4767;0.23357;0.24637
0.026357;2.5214;2.5034;0.24458;0.27822
0.026857;2.5102;2.4948;0.25114;0.26701
0.027357;2.4509;2.4229;0.24619;0.20774
0.027857;2.4037;2.4057;0.24166;0.16056
0.028357;2.5686;2.5784;0.22029;0.32543
0.028857;2.5544;2.5674;0.21911;0.31124
0.029357;2.435;2.4529;0.21904;0.19185
0.029857;2.3444;2.3691;0.20978;0.10126
0.030357;2.3657;2.3656;0.19548;0.12249
0.030857;2.4582;2.4491;0.19816;0.21506
0.031357;2.4885;2.4756;0.20336;0.24529
0.031857;2.4731;2.4588;0.20676;0.2299
0.032357;2.3763;2.3526;0.1902;0.13317
0.032857;2.2908;2.237;0.17859;0.047644
0.033357;2.4811;2.4379;0.16643;0.23794
0.033857;2.506;2.4517;0.17391;0.26281
0.034357;2.4264;2.3694;0.18553;0.18319
0.034857;2.2873;2.2411;0.17788;0.044121
0.035357;2.2506;2.2281;0.16685;0.0074585
0.035857;2.4491;2.4297;0.15437;0.2059
0.036357;2.4715;2.4537;0.16313;0.2283
0.036857;2.3898;2.3847;0.17696;0.14661
0.037357;2.2534;2.2621;0.17252;0.010207
0.037857;2.2213;2.2265;0.1664;-0.021912
0.038357;2.4218;2.4288;0.15286;0.17857
0.038857;2.4438;2.4474;0.16398;0.20065
0.039357;2.3604;2.3657;0.18053;0.11724
0.039857;2.2264;2.2441;0.17757;-0.016831
0.040357;2.1957;2.2184;0.17378;-0.047522
0.040857;2.3989;2.4173;0.15892;0.15568
0.041357;2.4186;2.4439;0.17055;0.17544
0.041857;2.3324;2.3591;0.18724;0.089216
0.042357;2.2237;2.2518;0.18327;-0.019476
0.042857;2.2285;2.2594;0.17593;-0.014708
0.043357;2.3203;2.3493;0.16324;0.077117
0.043857;2.3777;2.4074;0.17411;0.13447
0.044357;2.303;2.3355;0.19024;0.059771
0.044857;2.1951;2.2238;0.18676;-0.048075
0.045357;2.2014;2.222;0.18047;-0.041756
0.045857;2.294;2.3099;0.16832;0.050806
0.046357;2.35;2.3662;0.17931;0.10682
0.046857;2.2757;2.2917;0.19707;0.03251
0.047357;2.1859;2.197;0.20624;-0.057301
0.047857;2.2089;2.2247;0.21092;-0.034299
0.048357;2.2847;2.312;0.19236;0.041542
0.048857;2.2726;2.2973;0.19027;0.029452
0.049357;2.2188;2.2389;0.18966;-0.024425
0.049857;2.1518;2.1674;0.19517;-0.091399
0.050357;2.1385;2.1419;0.20178;-0.10468
0.050857;2.231;2.2466;0.20082;-0.012168
0.051357;2.2866;2.2973;0.21211;0.043387
0.051857;2.208;2.2103;0.22819;-0.035228
0.052357;2.0763;2.0756;0.2269;-0.16689
0.052857;2.0477;2.0465;0.22895;-0.19544
0.053357;2.2576;2.266;0.21835;0.014373
0.053857;2.2695;2.2718;0.23305;0.026347
0.054357;2.1755;2.1645;0.24875;-0.067694
0.054857;2.0426;2.0253;0.24682;-0.20063
0.055357;2.0163;2.003;0.24747;-0.22692
0.055857;2.2264;2.227;0.23937;-0.016796
0.056357;2.202;2.205;0.26146;-0.04119
0.056857;2.1519;2.1369;0.26674;-0.091248
0.057357;2.0725;2.0514;0.25608;-0.17069
0.057857;1.9923;1.9805;0.26297;-0.25084
0.058357;2.1964;2.1978;0.25794;-0.046809
0.058857;2.2058;2.2035;0.27241;-0.037332
0.059357;2.1111;2.0965;0.28479;-0.13212
0.059857;1.9802;1.9644;0.28026;-0.26298
0.060357;1.9567;1.9417;0.27916;-0.28647
0.060857;2.1671;2.1708;0.27602;-0.076074
0.061357;2.1755;2.1766;0.2906;-0.067672
0.061857;2.0807;2.0647;0.30123;-0.16244
0.062357;1.9514;1.9331;0.29607;-0.29179
0.062857;1.9295;1.9183;0.29561;-0.31371
0.063357;2.1396;2.1511;0.29542;-0.10357
0.063857;2.1483;2.1557;0.30878;-0.094911
0.064357;2.0543;2.0448;0.31748;-0.18893
0.064857;1.961;1.9417;0.3018;-0.28221
0.065357;1.9881;1.9582;0.28552;-0.25511
0.065857;2.0501;2.0634;0.32918;-0.19311
0.066357;2.1101;2.1104;0.32708;-0.13305
0.066857;2.0355;2.0158;0.33022;-0.20772
0.067357;1.9224;1.8989;0.33406;-0.32079
0.067857;1.9166;1.905;0.33917;-0.32655
0.068357;2.1179;2.1364;0.33099;-0.12525
0.068857;2.1107;2.1253;0.32819;-0.13244
0.069357;1.9998;2.0039;0.31881;-0.24342
0.069857;1.9199;1.9;0.31042;-0.32326
0.070357;1.9623;1.9283;0.30083;-0.28084
0.070857;2.019;2.0455;0.35374;-0.22423
0.071357;2.0285;2.0493;0.36671;-0.21466
0.071857;2.021;2.004;0.34759;-0.22221
0.072357;1.9611;1.9287;0.32085;-0.28206
0.072857;1.8859;1.8749;0.33375;-0.35723
0.073357;2.0877;2.1022;0.33788;-0.1555
0.073857;2.0978;2.105;0.35058;-0.14542
0.074357;2.0069;1.9954;0.35711;-0.23633
0.074857;1.8854;1.8661;0.34783;-0.35778
0.075357;1.8767;1.8557;0.34208;-0.3665
0.075857;2.0856;2.0917;0.34295;-0.15763
0.076357;2.0958;2.0944;0.35596;-0.14736
0.076857;2.0053;1.9834;0.36338;-0.23793
0.077357;1.8844;1.8424;0.35331;-0.35878
0.077857;1.8771;1.8302;0.3456;-0.36604
0.078357;2.0857;2.0636;0.34468;-0.15749
0.078857;2.0552;2.0352;0.3698;-0.18798
0.079357;2.0179;1.9669;0.36374;-0.2253
0.079857;1.9621;1.8974;0.33511;-0.28106
0.080357;1.8881;1.8306;0.34364;-0.35513
0.080857;2.0887;2.058;0.34256;-0.15449
0.081357;2.0577;2.0239;0.36769;-0.18551
0.081857;2.02;1.9553;0.36377;-0.2232
0.082357;1.9637;1.8806;0.33583;-0.27944
0.082857;1.8887;1.817;0.34215;-0.35449
0.083357;2.0896;2.0447;0.33905;-0.15359
0.083857;2.0996;2.0459;0.35321;-0.14356
0.084357;2.0086;1.9351;0.36523;-0.23462
0.084857;1.8921;1.8034;0.35033;-0.35109
0.085357;1.8815;1.8037;0.33885;-0.36172
0.085857;2.0898;2.0385;0.33243;-0.15336
0.086357;2.0996;2.0389;0.34617;-0.14358
0.086857;2.0088;1.9283;0.36008;-0.23434
0.087357;1.9028;1.8106;0.35969;-0.34039
0.087857;1.8998;1.8047;0.35687;-0.34342
0.088357;2.1008;2.0344;0.33803;-0.1424
0.088857;2.0962;2.0299;0.33203;-0.14694
0.089357;1.9891;1.9132;0.32286;-0.25409
