# Simulation data of water height over weir
#   Calculated by integrating alpha.water over the height
#   Averaged over 51 different times:
#       5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6, 6.1, 6.2, 6.3, 6.4, 6.5, 6.6, 6.7, 6.8, 6.9, 7, 7.1, 7.2, 7.3, 7.4, 7.5, 7.6, 7.7, 7.8, 7.9, 8, 8.1, 8.2, 8.3, 8.4, 8.5, 8.6, 8.7, 8.8, 8.9, 9, 9.1, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7, 9.8, 9.9, 10, 
position;mean(height);median(height);std(height);diff(height,mean)
0.089857;1.9109;1.8204;0.31391;-0.33232
0.090357;1.9563;1.8562;0.30006;-0.28686
0.090857;2.0147;1.9542;0.32751;-0.22848
0.091357;2.025;1.9497;0.33986;-0.21819
0.091857;2.0168;1.9143;0.33628;-0.22642
0.092357;1.9677;1.8365;0.32526;-0.27547
0.092857;1.8998;1.7605;0.3339;-0.34335
0.093357;2.0973;1.9814;0.31437;-0.14586
0.093857;2.094;1.9737;0.30831;-0.14922
0.094357;1.9848;1.8593;0.30109;-0.25841
0.094857;1.8684;1.7428;0.29958;-0.37477
0.095357;1.867;1.7379;0.29379;-0.37622
0.095857;2.0842;1.9686;0.28557;-0.15897
0.096357;2.0924;1.9638;0.29771;-0.15076
0.096857;1.9966;1.8595;0.31264;-0.2466
0.097357;1.8808;1.7548;0.31257;-0.36241
0.097857;1.8782;1.7632;0.30622;-0.36496
0.098357;2.0882;1.9954;0.28584;-0.15494
0.098857;2.0832;1.9994;0.28041;-0.16
0.099357;1.9721;1.8868;0.27399;-0.27106
0.099857;1.8572;1.7673;0.27685;-0.38597
0.10036;1.8587;1.775;0.2815;-0.38445
0.10086;2.0746;2.0084;0.27309;-0.16854
0.10136;2.0282;1.9688;0.27698;-0.21493
0.10186;1.9678;1.902;0.26031;-0.27535
0.10236;1.9122;1.8445;0.25005;-0.33101
0.10286;1.846;1.8034;0.26438;-0.39715
0.10336;2.0543;2.0336;0.26122;-0.18889
0.10386;2.0459;2.0333;0.25855;-0.19726
0.10436;1.9341;1.9075;0.25055;-0.30904
0.10486;1.8494;1.7953;0.23779;-0.39377
0.10536;1.8866;1.8288;0.223;-0.35657
0.10586;1.951;1.9246;0.25996;-0.29214
0.10636;2.0023;1.9701;0.25946;-0.24086
0.10686;1.9213;1.8751;0.25937;-0.3219
0.10736;1.8411;1.7946;0.24989;-0.40205
0.10786;1.8786;1.8755;0.23268;-0.36456
0.10836;1.9272;1.9779;0.27164;-0.31595
0.10886;1.9183;1.9739;0.27076;-0.32491
0.10936;1.8957;1.9283;0.23774;-0.34753
0.10986;1.8406;1.8565;0.2175;-0.40258
0.11036;1.7609;1.7849;0.23852;-0.48229
0.11086;1.9649;2.0117;0.25616;-0.27832
0.11136;1.9178;1.9688;0.28168;-0.32542
0.11186;1.8775;1.9018;0.26054;-0.36563
0.11236;1.8277;1.8162;0.23834;-0.41544
0.11286;1.7458;1.7456;0.26445;-0.49737
0.11336;1.9421;1.9661;0.27874;-0.30112
0.11386;1.8865;1.9167;0.29568;-0.35672
0.11436;1.8363;1.8522;0.26617;-0.40684
0.11486;1.7889;1.7876;0.24061;-0.4543
0.11536;1.7082;1.7183;0.26534;-0.53499
0.11586;1.9083;1.9375;0.28555;-0.33492
0.11636;1.9066;1.9242;0.29386;-0.3366
0.11686;1.8097;1.814;0.29016;-0.43351
0.11736;1.6931;1.6923;0.28711;-0.55005
0.11786;1.6818;1.6791;0.29163;-0.56137
0.11836;1.8827;1.8976;0.30229;-0.36046
0.11886;1.8746;1.8841;0.3016;-0.36857
0.11936;1.7726;1.7732;0.28707;-0.47053
0.11986;1.659;1.6463;0.28425;-0.58418
0.12036;1.6522;1.6243;0.29169;-0.59102
0.12086;1.8527;1.8324;0.30689;-0.39053
0.12136;1.7913;1.7572;0.32096;-0.45185
0.12186;1.7583;1.7256;0.28681;-0.48489
0.12236;1.7242;1.6829;0.25958;-0.51899
0.12286;1.6361;1.5859;0.28518;-0.60708
0.12336;1.8256;1.778;0.30174;-0.4176
0.12386;1.8196;1.7688;0.29815;-0.42356
0.12436;1.7228;1.6712;0.28202;-0.52039
0.12486;1.609;1.5604;0.27317;-0.63418
0.12536;1.5988;1.5414;0.2689;-0.64433
0.12586;1.7959;1.7373;0.28395;-0.44731
0.12636;1.7942;1.7313;0.28904;-0.44901
0.12686;1.7045;1.639;0.28413;-0.53867
0.12736;1.594;1.5269;0.2783;-0.64923
0.12786;1.5849;1.5278;0.27325;-0.65825
0.12836;1.7763;1.7226;0.28014;-0.46691
0.12886;1.7723;1.7204;0.27622;-0.47091
0.12936;1.6784;1.6259;0.26124;-0.56478
0.12986;1.6175;1.5678;0.242;-0.62568
0.13036;1.6785;1.6301;0.22195;-0.56472
0.13086;1.6479;1.5851;0.28835;-0.59531
0.13136;1.6475;1.5771;0.29222;-0.59564
0.13186;1.6804;1.6154;0.25973;-0.56277
0.13236;1.6613;1.6065;0.22995;-0.58193
0.13286;1.5651;1.5116;0.24328;-0.6781
0.13336;1.7447;1.6875;0.25488;-0.49849
0.13386;1.742;1.681;0.25164;-0.50113
0.13436;1.6524;1.5936;0.23661;-0.59083
0.13486;1.5432;1.486;0.2266;-0.69996
0.13536;1.5384;1.4848;0.22042;-0.70482
0.13586;1.731;1.6717;0.23619;-0.5122
0.13636;1.7304;1.6682;0.23972;-0.51275
0.13686;1.6432;1.5864;0.23198;-0.59996
0.13736;1.5329;1.4833;0.21945;-0.71026
0.13786;1.526;1.4833;0.21036;-0.71715
0.13836;1.717;1.6721;0.22547;-0.52615
0.13886;1.7161;1.6714;0.22753;-0.52708
0.13936;1.6294;1.588;0.21779;-0.6138
0.13986;1.52;1.4826;0.20508;-0.72315
0.14036;1.5142;1.4821;0.19564;-0.729
0.14086;1.7043;1.6702;0.21242;-0.53886
0.14136;1.6413;1.6059;0.22647;-0.60187
0.14186;1.6304;1.6007;0.19957;-0.61276
0.14236;1.6151;1.593;0.16733;-0.62806
0.14286;1.5162;1.4849;0.17836;-0.72694
0.14336;1.6955;1.6588;0.19698;-0.54765
0.14386;1.6933;1.6589;0.19356;-0.54993
0.14436;1.6055;1.5763;0.17834;-0.63772
0.14486;1.4969;1.4727;0.16673;-0.74624
0.14536;1.4918;1.4723;0.1592;-0.75133
0.14586;1.6823;1.6593;0.17706;-0.56084
0.14636;1.6809;1.6644;0.17505;-0.5623
0.14686;1.595;1.5818;0.1628;-0.64821
0.14736;1.4882;1.4767;0.15295;-0.75501
0.14786;1.4842;1.4746;0.14425;-0.75895
0.14836;1.6731;1.6599;0.15859;-0.57008
0.14886;1.6716;1.6583;0.15552;-0.57159
0.14936;1.585;1.5745;0.14185;-0.6582
0.14986;1.532;1.525;0.12499;-0.71114
0.15036;1.6021;1.5999;0.10857;-0.64106
0.15086;1.5494;1.5373;0.16092;-0.6938
0.15136;1.5484;1.5395;0.15883;-0.69477
0.15186;1.5925;1.5892;0.1301;-0.65065
0.15236;1.5839;1.5821;0.1076;-0.65928
0.15286;1.484;1.4801;0.11785;-0.75914
0.15336;1.6602;1.6541;0.13379;-0.58298
0.15386;1.6602;1.6493;0.132;-0.58296
0.15436;1.5768;1.5667;0.12077;-0.66637
0.15486;1.4727;1.4667;0.11445;-0.77046
0.15536;1.4741;1.4706;0.11411;-0.76912
0.15586;1.662;1.657;0.13004;-0.58116
0.15636;1.6002;1.5887;0.13964;-0.643
0.15686;1.5872;1.5816;0.12262;-0.65597
0.15736;1.5796;1.5783;0.105;-0.66363
0.15786;1.4872;1.481;0.11769;-0.75597
0.15836;1.6651;1.6553;0.13421;-0.57812
0.15886;1.6616;1.6481;0.13617;-0.5816
0.15936;1.5748;1.5652;0.12735;-0.66836
0.15986;1.4871;1.477;0.11635;-0.75606
0.16036;1.4818;1.4677;0.12271;-0.7614
0.16086;1.6688;1.6505;0.13975;-0.57436
0.16136;1.6053;1.5952;0.15095;-0.63788
0.16186;1.5991;1.5924;0.12931;-0.64404
0.16236;1.5939;1.5887;0.11073;-0.64932
0.16286;1.4976;1.4867;0.12838;-0.7456
0.16336;1.6752;1.6621;0.14581;-0.56802
0.16386;1.6106;1.5931;0.15818;-0.63257
0.16436;1.6027;1.5913;0.13753;-0.64053
0.16486;1.5951;1.5886;0.12005;-0.64807
0.16536;1.4986;1.4889;0.13721;-0.74455
0.16586;1.6767;1.6632;0.15507;-0.56647
0.16636;1.6158;1.5991;0.16832;-0.62735
0.16686;1.5999;1.5913;0.15367;-0.64332
0.16736;1.5911;1.5847;0.13579;-0.65209
0.16786;1.5026;1.4852;0.14994;-0.74057
0.16836;1.6832;1.6601;0.16574;-0.56003
0.16886;1.6844;1.6647;0.16619;-0.55879
0.16936;1.5991;1.5831;0.15634;-0.64409
0.16986;1.5477;1.5302;0.14534;-0.69549
0.17036;1.621;1.605;0.13704;-0.62216
0.17086;1.583;1.5556;0.19427;-0.6602
0.17136;1.6641;1.6359;0.18432;-0.57904
0.17186;1.6082;1.5809;0.17028;-0.63502
0.17236;1.5114;1.4854;0.16319;-0.73182
0.17286;1.5182;1.4836;0.1663;-0.72496
0.17336;1.6913;1.6527;0.19392;-0.55186
0.17386;1.6335;1.5962;0.2068;-0.60966
0.17436;1.6206;1.5972;0.18308;-0.62262
0.17486;1.6094;1.5857;0.16417;-0.6338
0.17536;1.5331;1.4963;0.17526;-0.71004
0.17586;1.7008;1.659;0.20713;-0.54242
0.17636;1.6449;1.5918;0.22448;-0.59824
0.17686;1.6308;1.5886;0.20169;-0.61242
0.17736;1.6179;1.5849;0.1821;-0.62532
0.17786;1.5429;1.4933;0.19462;-0.7003
0.17836;1.7103;1.6554;0.22673;-0.53288
0.17886;1.6533;1.5936;0.24213;-0.58988
0.17936;1.6358;1.5927;0.21365;-0.60735
0.17986;1.6224;1.586;0.19194;-0.62081
0.18036;1.543;1.49;0.21253;-0.7002
0.18086;1.7299;1.6659;0.23501;-0.5133
0.18136;1.672;1.5974;0.25107;-0.57115
0.18186;1.6443;1.5887;0.22738;-0.59892
0.18236;1.629;1.5856;0.20388;-0.61415
0.18286;1.5507;1.4907;0.22538;-0.69248
0.18336;1.7393;1.6678;0.24807;-0.50393
0.18386;1.7395;1.6709;0.24796;-0.50372
0.18436;1.6485;1.5894;0.23331;-0.5947
0.18486;1.5508;1.4922;0.22209;-0.69241
0.18536;1.5579;1.4959;0.22486;-0.68526
0.18586;1.7359;1.6699;0.26509;-0.50729
0.18636;1.6829;1.6058;0.28498;-0.56031
0.18686;1.6645;1.5998;0.25664;-0.57871
0.18736;1.6579;1.6043;0.21906;-0.58529
0.18786;1.6598;1.6054;0.22089;-0.58339
0.18836;1.6615;1.5689;0.29128;-0.58168
0.18886;1.7202;1.6306;0.28948;-0.52302
0.18936;1.6607;1.5699;0.26943;-0.58248
0.18986;1.6058;1.5267;0.25235;-0.63736
0.19036;1.6723;1.5943;0.24029;-0.57092
0.19086;1.673;1.5527;0.30707;-0.57018
0.19136;1.7294;1.6206;0.29846;-0.51379
0.19186;1.6661;1.5702;0.27122;-0.57704
0.19236;1.6124;1.5251;0.25446;-0.63076
0.19286;1.6827;1.6011;0.24535;-0.56052
0.19336;1.6892;1.5586;0.31407;-0.55394
0.19386;1.7528;1.6368;0.29886;-0.49039
0.19436;1.6885;1.5854;0.27179;-0.55473
0.19486;1.6251;1.5373;0.25857;-0.61812
0.19536;1.6926;1.6172;0.24396;-0.55061
0.19586;1.7011;1.5838;0.31378;-0.54212
0.19636;1.7623;1.6574;0.31065;-0.48093
0.19686;1.7035;1.6039;0.29153;-0.53971
0.19736;1.6485;1.5686;0.27346;-0.59466
0.19786;1.7162;1.6582;0.25797;-0.52695
0.19836;1.7248;1.6474;0.32121;-0.5184
0.19886;1.7881;1.7212;0.30504;-0.45506
0.19936;1.7219;1.6589;0.27825;-0.52131
0.19986;1.6583;1.6005;0.26439;-0.58485
0.20036;1.7258;1.6704;0.24839;-0.51736
0.20086;1.7426;1.6665;0.31725;-0.5006
0.20136;1.8044;1.7351;0.31361;-0.43874
0.20186;1.7435;1.6705;0.29576;-0.49969
0.20236;1.6569;1.5733;0.27831;-0.5863
0.20286;1.6598;1.5777;0.28617;-0.58335
0.20336;1.8575;1.7811;0.30186;-0.3857
0.20386;1.8586;1.7886;0.29867;-0.38462
0.20436;1.7643;1.6993;0.28119;-0.47889
0.20486;1.7027;1.6435;0.26961;-0.54053
0.20536;1.7744;1.7203;0.258;-0.46881
0.20586;1.7998;1.746;0.32443;-0.44335
0.20636;1.8554;1.8147;0.31065;-0.38776
0.20686;1.7838;1.7418;0.28424;-0.45941
0.20736;1.7242;1.6837;0.26549;-0.51896
0.20786;1.7905;1.7577;0.24929;-0.45265
0.20836;1.8243;1.8093;0.31384;-0.41887
0.20886;1.8918;1.8761;0.30518;-0.35139
0.20936;1.8262;1.7957;0.29039;-0.41694
0.20986;1.7551;1.7315;0.2713;-0.48813
0.21036;1.8172;1.7976;0.25156;-0.42595
0.21086;1.857;1.8823;0.31434;-0.38622
0.21136;1.9208;1.9375;0.30875;-0.32237
0.21186;1.8552;1.8495;0.2956;-0.38801
0.21236;1.7926;1.7842;0.28;-0.45061
0.21286;1.8594;1.8636;0.26767;-0.38377
0.21336;1.9027;1.9754;0.32278;-0.34047
0.21386;1.9574;2.0207;0.30567;-0.28576
0.21436;1.8775;1.922;0.28153;-0.36572
0.21486;1.8137;1.8482;0.26582;-0.42952
0.21536;1.8785;1.9109;0.24956;-0.36467
0.21586;1.9223;2.0273;0.31956;-0.32092
0.21636;1.9888;2.0806;0.31066;-0.25437
0.21686;1.9213;1.995;0.29986;-0.32187
0.21736;1.8561;1.9179;0.28409;-0.38705
0.21786;1.9214;1.9755;0.26963;-0.32176
0.21836;1.9705;2.0923;0.32243;-0.27265
0.21886;1.9699;2.0914;0.31884;-0.27324
0.21936;1.9479;2.0367;0.28105;-0.29531
0.21986;1.9112;1.9739;0.25535;-0.33195
0.22036;1.8599;1.9389;0.27151;-0.38331
0.22086;2.0584;2.1667;0.29235;-0.18476
0.22136;2.0717;2.1816;0.29996;-0.17153
0.22186;1.9857;2.0813;0.29857;-0.25753
0.22236;1.8909;1.9738;0.29066;-0.35232
0.22286;1.9006;1.9859;0.29396;-0.34253
0.22336;2.1024;2.2043;0.29717;-0.14081
0.22386;2.102;2.2057;0.29199;-0.14117
0.22436;1.9975;2.0897;0.27768;-0.2457
0.22486;1.8976;1.9857;0.27972;-0.34561
0.22536;1.9197;2.0026;0.28896;-0.32352
0.22586;2.1297;2.2271;0.29688;-0.11347
0.22636;2.1285;2.2273;0.29146;-0.11465
0.22686;2.0223;2.1128;0.27833;-0.22084
0.22736;1.9236;2.0064;0.27024;-0.31954
0.22786;1.9356;2.0179;0.27046;-0.30755
0.22836;2.1489;2.2332;0.27827;-0.094305
0.22886;2.165;2.2483;0.28805;-0.078138
0.22936;2.0785;2.159;0.29053;-0.16463
0.22986;1.9615;2.0318;0.28093;-0.28165
0.23036;1.9664;2.0252;0.27477;-0.27679
0.23086;2.1779;2.2525;0.28003;-0.065268
0.23136;2.1945;2.2703;0.29046;-0.048658
0.23186;2.1109;2.179;0.29571;-0.13228
0.23236;2.047;2.1185;0.28683;-0.19617
0.23286;2.1047;2.1799;0.27448;-0.13851
0.23336;2.1633;2.2699;0.30835;-0.07989
0.23386;2.2076;2.3117;0.29166;-0.035544
0.23436;2.1167;2.2147;0.27538;-0.12651
0.23486;2.0555;2.1531;0.26972;-0.18764
0.23536;2.1273;2.222;0.26605;-0.11585
0.23586;2.1931;2.3016;0.3073;-0.050081
0.23636;2.1895;2.2995;0.30324;-0.05372
0.23686;2.157;2.2532;0.27149;-0.086208
0.23736;2.115;2.2063;0.25059;-0.12817
0.23786;2.1274;2.2193;0.2505;-0.11583
0.23836;2.2027;2.3176;0.29074;-0.040467
0.23886;2.271;2.3808;0.28742;0.027803
0.23936;2.2078;2.3196;0.29035;-0.035398
0.23986;2.1391;2.2404;0.2836;-0.10406
0.24036;2.1893;2.2902;0.2713;-0.053857
0.24086;2.2435;2.3621;0.29701;0.00032832
0.24136;2.2382;2.3524;0.29236;-0.0050087
0.24186;2.2009;2.3073;0.26341;-0.042312
0.24236;2.1516;2.2507;0.24677;-0.091565
0.24286;2.103;2.1977;0.25943;-0.14017
0.24336;2.3056;2.4024;0.2606;0.062421
0.24386;2.3289;2.4334;0.27047;0.085764
0.24436;2.2521;2.3564;0.27984;0.0089216
0.24486;2.1505;2.2586;0.28111;-0.092716
0.24536;2.1647;2.2714;0.278;-0.078508
0.24586;2.3554;2.4583;0.2655;0.11217
0.24636;2.316;2.4202;0.26857;0.07279
0.24686;2.2471;2.3434;0.2507;0.0038892
0.24736;2.2042;2.2904;0.23598;-0.039024
0.24786;2.2157;2.3095;0.23368;-0.027482
0.24836;2.2986;2.3886;0.25657;0.055438
0.24886;2.3684;2.4601;0.25649;0.12522
0.24936;2.3088;2.4086;0.26473;0.065578
0.24986;2.2073;2.3017;0.26626;-0.035918
0.25036;2.2225;2.3122;0.26129;-0.020683
0.25086;2.4103;2.4907;0.24376;0.16709
0.25136;2.4037;2.4809;0.23762;0.16051
0.25186;2.2914;2.3687;0.23266;0.04825
0.25236;2.2003;2.2854;0.23782;-0.042887
0.25286;2.2353;2.3276;0.24096;-0.0079089
0.25336;2.4384;2.5238;0.22834;0.19527
0.25386;2.4318;2.5136;0.22262;0.18863
0.25436;2.3188;2.3986;0.2193;0.075664
0.25486;2.2274;2.3069;0.22598;-0.015815
0.25536;2.2632;2.3318;0.22761;0.020041
0.25586;2.4657;2.5336;0.21378;0.22253
0.25636;2.4587;2.524;0.20869;0.21553
0.25686;2.3451;2.4061;0.20617;0.10189
0.25736;2.2543;2.3194;0.21138;0.011143
0.25786;2.2914;2.3582;0.21492;0.048267
0.25836;2.4918;2.5573;0.20153;0.2486
0.25886;2.4836;2.5441;0.19631;0.24039
0.25936;2.368;2.4281;0.19423;0.12486
0.25986;2.2908;2.3489;0.19335;0.04758
0.26036;2.3365;2.3837;0.18708;0.093329
0.26086;2.4301;2.4772;0.18952;0.18694
0.26136;2.5023;2.5465;0.19439;0.25909
0.26186;2.4487;2.4927;0.20642;0.20554
0.26236;2.3505;2.395;0.21069;0.1073
0.26286;2.3629;2.4064;0.20872;0.11976
0.26336;2.54;2.5791;0.19019;0.29677
0.26386;2.5318;2.5685;0.18659;0.28866
0.26436;2.4185;2.4541;0.18457;0.17534
0.26486;2.3325;2.3584;0.19056;0.089281
0.26536;2.3723;2.3914;0.19689;0.12907
0.26586;2.5679;2.5933;0.18576;0.3247
0.26636;2.5599;2.5828;0.18185;0.31675
0.26686;2.4462;2.4674;0.17948;0.20297
0.26736;2.3623;2.3797;0.18468;0.11912
0.26786;2.4055;2.4159;0.18923;0.16232
0.26836;2.5994;2.6073;0.17757;0.35623
0.26886;2.5917;2.5978;0.17397;0.3485
0.26936;2.4779;2.4863;0.1719;0.23471
0.26986;2.3932;2.3967;0.17498;0.15002
0.27036;2.4379;2.4447;0.17693;0.19474
0.27086;2.6298;2.6317;0.16542;0.38662
0.27136;2.6212;2.6169;0.16269;0.37804
0.27186;2.5074;2.5023;0.16095;0.26417
0.27236;2.4245;2.4226;0.16391;0.18135
0.27286;2.4673;2.4677;0.16634;0.22416
0.27336;2.6574;2.6566;0.156;0.41425
0.27386;2.6489;2.6447;0.15373;0.40577
0.27436;2.5347;2.5305;0.15165;0.29151
0.27486;2.4526;2.4348;0.1555;0.20941
0.27536;2.4965;2.469;0.16012;0.25334
0.27586;2.6848;2.6612;0.15113;0.44165
0.27636;2.6762;2.6527;0.15019;0.43305
0.27686;2.5617;2.5364;0.14866;0.3185
0.27736;2.4796;2.4638;0.15348;0.23637
0.27786;2.5263;2.5123;0.1599;0.28309
0.27836;2.7124;2.6911;0.15169;0.46925
0.27886;2.7019;2.6768;0.15097;0.45869
0.27936;2.5849;2.5624;0.14946;0.34175
0.27986;2.5079;2.4836;0.14931;0.26472
0.28036;2.5486;2.5416;0.14741;0.30545
0.28086;2.644;2.6354;0.15316;0.40086
0.28136;2.7234;2.7105;0.15761;0.48026
0.28186;2.6836;2.6687;0.16487;0.44039
0.28236;2.5919;2.5621;0.16848;0.3487
0.28286;2.5999;2.5656;0.17037;0.35667
0.28336;2.7537;2.7204;0.1586;0.51056
0.28386;2.7427;2.7097;0.15828;0.49947
0.28436;2.6266;2.5955;0.15621;0.38343
0.28486;2.5435;2.5151;0.16197;0.30036
0.28536;2.5841;2.5497;0.17027;0.3409
0.28586;2.7668;2.7349;0.16347;0.52358
0.28636;2.755;2.7193;0.16326;0.51179
0.28686;2.6384;2.6001;0.16101;0.39519
0.28736;2.5548;2.5059;0.16691;0.31159
0.28786;2.5944;2.5534;0.17541;0.35117
0.28836;2.7758;2.738;0.16843;0.53262
0.28886;2.7643;2.7315;0.16806;0.52113
0.28936;2.6474;2.6172;0.16566;0.40422
0.28986;2.5639;2.5378;0.17194;0.32077
0.29036;2.6048;2.5764;0.18101;0.36163
0.29086;2.785;2.7649;0.17387;0.54177
0.29136;2.7726;2.7541;0.17293;0.52945
0.29186;2.6558;2.6345;0.17032;0.41257
0.29236;2.5723;2.5503;0.1765;0.32914
0.29286;2.6114;2.594;0.18501;0.36819
0.29336;2.7915;2.7754;0.17765;0.54827
0.29386;2.7797;2.7675;0.1761;0.53653
0.29436;2.663;2.6507;0.1734;0.41982
0.29486;2.5786;2.5609;0.17921;0.33545
0.29536;2.6167;2.5923;0.18718;0.37351
0.29586;2.7962;2.7622;0.17962;0.55299
0.29636;2.7836;2.7541;0.17801;0.54042
0.29686;2.6665;2.6437;0.1752;0.42334
0.29736;2.5829;2.5589;0.18085;0.3397
0.29786;2.6215;2.5968;0.18798;0.37827
0.29836;2.7987;2.776;0.17988;0.55552
0.29886;2.7847;2.7647;0.17776;0.54148
0.29936;2.6664;2.6496;0.17486;0.42319
0.29986;2.586;2.5699;0.17275;0.34284
0.30036;2.6162;2.6038;0.16776;0.37305
0.30086;2.7083;2.6916;0.17705;0.46517
0.30136;2.7882;2.7746;0.17996;0.54507
0.30186;2.7514;2.7361;0.1882;0.50818
0.30236;2.6567;2.6367;0.19111;0.41356
0.30286;2.657;2.632;0.19028;0.41381
0.30336;2.8033;2.7834;0.17647;0.56011
0.30386;2.7907;2.7719;0.17352;0.54749
0.30436;2.674;2.6526;0.17051;0.43083
0.30486;2.5902;2.5658;0.17553;0.34703
0.30536;2.6278;2.6071;0.18178;0.38462
0.30586;2.8053;2.7911;0.17417;0.56212
0.30636;2.7921;2.7815;0.17132;0.54892
0.30686;2.6748;2.6628;0.16847;0.43158
0.30736;2.5896;2.5663;0.17374;0.34645
0.30786;2.6258;2.6063;0.18049;0.38265
0.30836;2.8037;2.7899;0.17309;0.56052
0.30886;2.7906;2.7791;0.17014;0.54744
0.30936;2.6734;2.6594;0.16735;0.43022
0.30986;2.5877;2.5734;0.1729;0.34452
0.31036;2.6229;2.6014;0.18045;0.37967
0.31086;2.8;2.7851;0.17308;0.55685
0.31136;2.7863;2.7743;0.17031;0.54307
0.31186;2.6691;2.6565;0.16737;0.42596
0.31236;2.5828;2.5661;0.17324;0.33964
0.31286;2.6163;2.6009;0.18079;0.37317
0.31336;2.7942;2.7852;0.1734;0.55103
0.31386;2.7566;2.7507;0.17457;0.51341
0.31436;2.6708;2.6604;0.16693;0.4276
0.31486;2.6227;2.6085;0.16652;0.37952
0.31536;2.6147;2.6037;0.18007;0.37156
0.31586;2.7883;2.7837;0.17316;0.54508
0.31636;2.7759;2.7728;0.17075;0.53268
0.31686;2.6584;2.653;0.16814;0.41526
0.31736;2.572;2.5654;0.17391;0.32884
0.31786;2.6058;2.5967;0.18169;0.36265
0.31836;2.7825;2.7808;0.17359;0.53931
0.31886;2.7427;2.7438;0.17545;0.49954
0.31936;2.6568;2.6514;0.16843;0.41362
0.31986;2.5904;2.5815;0.16521;0.3472
0.32036;2.5459;2.5411;0.17207;0.30269
0.32086;2.7278;2.7263;0.16695;0.48459
0.32136;2.773;2.7687;0.1754;0.52984
0.32186;2.7233;2.7189;0.1859;0.48016
0.32236;2.6268;2.6187;0.19029;0.38358
0.32286;2.6223;2.6118;0.19122;0.37916
0.32336;2.7699;2.7666;0.17701;0.52676
0.32386;2.7319;2.7274;0.17865;0.48868
0.32436;2.6466;2.6397;0.17178;0.40339
0.32486;2.5993;2.6;0.17202;0.35608
0.32536;2.5905;2.5918;0.18513;0.34728
0.32586;2.7652;2.7656;0.17727;0.52201
0.32636;2.7529;2.7554;0.17506;0.50973
0.32686;2.6354;2.6384;0.17264;0.3922
0.32736;2.5299;2.5319;0.1744;0.28671
0.32786;2.5283;2.5292;0.17395;0.28507
0.32836;2.7174;2.7148;0.16725;0.47426
0.32886;2.7346;2.7328;0.17955;0.49146
0.32936;2.7145;2.7166;0.18522;0.47129
0.32986;2.6578;2.6607;0.18322;0.41467
0.33036;2.6137;2.6111;0.18884;0.37056
0.33086;2.7575;2.7563;0.17572;0.5143
0.33136;2.7452;2.7449;0.17336;0.50202
0.33186;2.6282;2.6261;0.17117;0.38499
0.33236;2.5402;2.5392;0.17728;0.29698
0.33286;2.5719;2.5755;0.18495;0.32872
0.33336;2.7523;2.7556;0.17654;0.50914
0.33386;2.7149;2.7152;0.17849;0.47177
0.33436;2.6305;2.6336;0.17192;0.38736
0.33486;2.5649;2.5694;0.16866;0.32168
0.33536;2.5204;2.5271;0.17517;0.27719
0.33586;2.7053;2.7099;0.16945;0.46214
0.33636;2.7473;2.7531;0.17843;0.5041
0.33686;2.6934;2.7014;0.18882;0.45019
0.33736;2.597;2.6057;0.19262;0.35379
0.33786;2.5976;2.6061;0.19288;0.35446
0.33836;2.7481;2.7572;0.17852;0.50493
0.33886;2.7348;2.7483;0.17671;0.49166
0.33936;2.6182;2.6331;0.17443;0.37499
0.33986;2.5373;2.56;0.17319;0.2941
0.34036;2.5675;2.5911;0.16925;0.32432
0.34086;2.6586;2.6899;0.1776;0.41543
0.34136;2.7375;2.7732;0.18143;0.49436
0.34186;2.6923;2.7269;0.18911;0.44913
0.34236;2.5571;2.587;0.18554;0.31393
0.34286;2.5269;2.5588;0.18083;0.28373
0.34336;2.708;2.7363;0.173;0.46485
0.34386;2.7504;2.7854;0.18225;0.5072
0.34436;2.692;2.7335;0.19169;0.44887
0.34486;2.5576;2.5998;0.18818;0.31444
0.34536;2.5292;2.5731;0.18429;0.28597
0.34586;2.7105;2.7496;0.17754;0.46733
0.34636;2.7281;2.772;0.19116;0.48492
0.34686;2.7021;2.7477;0.19547;0.45894
0.34736;2.6069;2.6531;0.18586;0.36373
0.34786;2.5364;2.5872;0.18793;0.29325
0.34836;2.7137;2.7669;0.1818;0.47049
0.34886;2.7567;2.8122;0.19161;0.51357
0.34936;2.6981;2.7517;0.20108;0.4549
0.34986;2.5852;2.6396;0.19348;0.34201
0.35036;2.5849;2.6404;0.18469;0.34175
0.35086;2.6708;2.7372;0.1925;0.42764
0.35136;2.747;2.8146;0.19687;0.50383
0.35186;2.6989;2.7669;0.20431;0.45576
0.35236;2.5619;2.6293;0.20081;0.31875
0.35286;2.5296;2.597;0.19661;0.28646
0.35336;2.7123;2.7839;0.18874;0.46916
0.35386;2.7544;2.8307;0.19866;0.51123
0.35436;2.6994;2.779;0.2092;0.45622
0.35486;2.6;2.6826;0.21364;0.35677
0.35536;2.5969;2.6798;0.21519;0.35373
0.35586;2.7501;2.8297;0.20129;0.50694
0.35636;2.7395;2.818;0.19969;0.49634
0.35686;2.6216;2.6972;0.19682;0.37839
0.35736;2.5343;2.6137;0.2027;0.29111
0.35786;2.5677;2.6549;0.21082;0.32456
0.35836;2.7474;2.8323;0.20254;0.50425
