# Envelope of the raw data
#   MATLAB signal filter envelope(..., 'peak') applied
#   Data scaled to the range from 0 to 1 for the envelope
#   Interpolated to delta t = 0.05 to reduce data
Time;Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8
11.45;0.96333;0.83314;1.0409;0.9834;0.92643;0.93189;0.76562;0.81656
11.5;0.9641;0.83235;1.0445;0.98339;0.92835;0.93439;0.76595;0.82103
11.55;0.96489;0.83208;1.0473;0.98309;0.93003;0.93671;0.76675;0.82564
11.6;0.96572;0.83235;1.0496;0.98252;0.9315;0.93885;0.76807;0.83036
11.65;0.9666;0.8332;1.0512;0.9817;0.93277;0.94081;0.76995;0.83517
11.7;0.96755;0.83465;1.0523;0.98064;0.93385;0.94256;0.77245;0.84003
11.75;0.96858;0.83672;1.0529;0.97936;0.93475;0.9441;0.7756;0.8449
11.8;0.9697;0.83946;1.0529;0.97787;0.93547;0.94543;0.77945;0.84976
11.85;0.97092;0.84287;1.0525;0.97618;0.93604;0.94652;0.784;0.85457
11.9;0.97227;0.84694;1.0517;0.9743;0.93646;0.94738;0.78917;0.85931
11.95;0.9737;0.8515;1.0505;0.97231;0.93672;0.94798;0.79472;0.86382
12;0.97535;0.85693;1.0488;0.97004;0.93687;0.94838;0.8011;0.8685
12.05;0.97712;0.86288;1.0468;0.96764;0.93688;0.94855;0.80788;0.87299
12.1;0.97899;0.86928;1.0444;0.96513;0.93678;0.94853;0.81494;0.87727
12.15;0.98093;0.87606;1.0418;0.96253;0.93655;0.94834;0.82223;0.88131
12.2;0.98294;0.88319;1.0388;0.95987;0.93623;0.94802;0.82966;0.88509
12.25;0.985;0.89057;1.0356;0.95717;0.93581;0.94759;0.83714;0.88862
12.3;0.98709;0.89817;1.0322;0.95446;0.93531;0.94707;0.84458;0.8919
12.35;0.98919;0.9059;1.0285;0.95176;0.93473;0.9465;0.8519;0.89496
