1018356,3800.0
1018356,3633.0
1018357,3837.0
1018357,3696.0
1018357,3831.0
1018357,3719.0
1018358,3806.0
1018358,3732.0
1018358,3776.0
1018358,3770.0
1018359,3628.0
1018359,3807.0
1018359,3648.0
1018360,3848.0
1018360,3653.0
1018360,3843.0
1018360,3698.0
1018361,3825.0
1018361,3715.0
1018361,3809.0
1018362,3751.0
1018362,3781.0
1018362,3765.0
1018362,3688.0
1018363,3797.0
1018363,3621.0
1018363,3811.0
1018364,3647.0
1018364,3838.0
1018364,3665.0
1018364,3841.0
1018365,3697.0
1018365,3841.0
1018365,3709.0
1018365,3821.0
1018366,3725.0
1018366,3811.0
1018366,3743.0
1018367,3759.0
1018367,3750.0
1018367,3726.0
1018367,3781.0
1018368,3674.0
1018368,3798.0
1018368,3635.0
1018369,3823.0
1018369,3639.0
1018369,3834.0
1018370,3664.0
1018370,3831.0
1018370,3663.0
1018370,3843.0
1018371,3691.0
1018371,3845.0
1018371,3711.0
1018372,3827.0
1018372,3701.0
1018372,3823.0
1018372,3726.0
1018373,3811.0
1018373,3737.0
1018373,3791.0
1018374,3755.0
1018374,3795.0
1018374,3755.0
1018374,3753.0
1018375,3765.0
1018375,3742.0
1018375,3776.0
1018376,3651.0
1018376,3777.0
1018376,3662.0
1018377,3793.0
1018377,3689.0
1018377,3790.0
1018377,3623.0
1018378,3801.0
1018378,3631.0
1018378,3795.0
1018379,3625.0
1018379,3795.0
1018379,3628.0
1018380,3808.0
1018380,3619.0
1018380,3797.0
1018380,3625.0
1018381,3800.0
1018381,3623.0
1018381,3807.0
1018382,3631.0
1018382,3809.0
1018382,3635.0
1018383,3811.0
1018383,3619.0
1018383,3802.0
1018383,3627.0
1018384,3785.0
1018384,3623.0
1018384,3800.0
1018385,3627.0
1018385,3795.0
1018385,3627.0
1018386,3795.0
1018386,3701.0
1018386,3784.0
1018387,3671.0
1018387,3755.0
1018387,3750.0
1018387,3767.0
1018388,3783.0
1018388,3751.0
1018388,3789.0
1018389,3755.0
1018389,3801.0
1018389,3741.0
1018390,3801.0
1018390,3719.0
1018390,3823.0
1018391,3720.0
1018391,3839.0
1018391,3706.0
1018391,3839.0
1018392,3680.0
1018392,3847.0
1018392,3687.0
1018393,3852.0
1018393,3663.0
1018393,3856.0
1018394,3672.0
1018394,3841.0
1018394,3657.0
1018395,3834.0
1018395,3633.0
1018395,3801.0
1018396,3623.0
1018396,3767.0
1018396,3753.0
1018397,3762.0
1018397,3811.0
1018397,3733.0
1018397,3819.0
1018398,3698.0
1018398,3840.0
1018398,3701.0
1018399,3847.0
1018399,3678.0
1018399,3855.0
1018400,3664.0
1018400,3831.0
1018400,3645.0
1018401,3819.0
1018401,3653.0
1018401,3783.0
1018402,3727.0
1018402,3767.0
1018402,3790.0
1018403,3743.0
1018403,3834.0
1018403,3714.0
1018404,3841.0
1018404,3683.0
1018404,3855.0
1018405,3675.0
1018405,3831.0
1018405,3643.0
1018406,3805.0
1018406,3741.0
1018406,3763.0
1018407,3791.0
1018407,3718.0
1018407,3835.0
1018407,3705.0
1018408,3851.0
1018408,3681.0
1018408,3855.0
1018409,3635.0
1018409,3799.0
1018409,3685.0
1018410,3753.0
1018410,3811.0
1018410,3729.0
1018411,3835.0
1018411,3695.0
1018411,3855.0
1018412,3653.0
1018412,3827.0
1018412,3635.0
1018413,3765.0
1018413,3789.0
1018413,3743.0
1018414,3837.0
1018414,3703.0
1018414,3853.0
1018415,3655.0
1018415,3831.0
1018415,3637.0
1018416,3765.0
1018416,3793.0
1018416,3735.0
1018417,3847.0
1018417,3695.0
1018418,3858.0
1018418,3653.0
1018418,3815.0
1018419,3659.0
1018419,3754.0
