# Simulation data of water height over weir
#   Calculated by integrating alpha.water over the height
#   Averaged over 51 different times:
#       5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6, 6.1, 6.2, 6.3, 6.4, 6.5, 6.6, 6.7, 6.8, 6.9, 7, 7.1, 7.2, 7.3, 7.4, 7.5, 7.6, 7.7, 7.8, 7.9, 8, 8.1, 8.2, 8.3, 8.4, 8.5, 8.6, 8.7, 8.8, 8.9, 9, 9.1, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7, 9.8, 9.9, 10, 
position;mean(height);median(height);std(height);diff(height,mean)
0.087357;2.5204;2.5128;0.24078;-0.29283
0.087857;2.5533;2.5383;0.23814;-0.25998
0.088357;2.7365;2.726;0.2178;-0.076717
0.088857;2.7309;2.7215;0.21266;-0.082385
0.089357;2.6091;2.6012;0.21066;-0.20417
0.089857;2.5311;2.5242;0.20891;-0.2822
0.090357;2.5747;2.5704;0.20306;-0.23852
0.090857;2.7051;2.6911;0.21172;-0.10813
0.091357;2.7491;2.7359;0.22219;-0.064123
0.091857;2.7318;2.7161;0.22844;-0.081401
0.092357;2.6684;2.6556;0.22596;-0.14484
0.092857;2.6511;2.6509;0.23228;-0.16216
0.093357;2.8183;2.8131;0.21419;0.0050359
0.093857;2.8074;2.8082;0.20888;-0.0058683
0.094357;2.6839;2.6831;0.20595;-0.12938
0.094857;2.5785;2.5727;0.20706;-0.23478
0.095357;2.586;2.5747;0.20453;-0.22721
0.095857;2.7913;2.7838;0.19671;-0.021909
0.096357;2.8334;2.822;0.20554;0.020171
0.096857;2.7745;2.7576;0.21963;-0.03871
0.097357;2.6747;2.6542;0.21954;-0.13858
0.097857;2.6772;2.656;0.21368;-0.13607
0.098357;2.8415;2.825;0.19633;0.028245
0.098857;2.8273;2.8227;0.1898;0.014018
0.099357;2.7012;2.6933;0.18553;-0.11203
0.099857;2.6078;2.5866;0.1859;-0.20541
0.10036;2.6393;2.6065;0.18556;-0.17395
0.10086;2.8334;2.798;0.17684;0.020153
0.10136;2.7978;2.7686;0.17468;-0.01548
0.10186;2.6952;2.6734;0.16547;-0.118
0.10236;2.6263;2.6055;0.15794;-0.18697
0.10286;2.6179;2.6067;0.16385;-0.1954
0.10336;2.8088;2.801;0.1572;-0.0044395
0.10386;2.7912;2.7879;0.15266;-0.022037
0.10436;2.6622;2.6564;0.14912;-0.1511
0.10486;2.5556;2.5414;0.14443;-0.25765
0.10536;2.5593;2.5709;0.13894;-0.25393
0.10586;2.6856;2.6945;0.14534;-0.12763
0.10636;2.7423;2.7458;0.14806;-0.070933
0.10686;2.6794;2.6788;0.15614;-0.13387
0.10736;2.5816;2.5789;0.15694;-0.23164
0.10786;2.5664;2.5826;0.15827;-0.24686
0.10836;2.6454;2.6501;0.15745;-0.16788
0.10886;2.619;2.6103;0.15671;-0.19426
0.10936;2.5357;2.5183;0.14944;-0.2776
0.10986;2.4256;2.4078;0.15067;-0.38762
0.11036;2.346;2.3241;0.16097;-0.46721
0.11086;2.5533;2.5317;0.15363;-0.25993
0.11136;2.5443;2.5199;0.16464;-0.26895
0.11186;2.485;2.4529;0.17494;-0.32822
0.11236;2.3706;2.3322;0.17589;-0.44261
0.11286;2.2818;2.2441;0.18094;-0.53145
0.11336;2.4731;2.4432;0.16359;-0.34015
0.11386;2.4252;2.4007;0.16207;-0.38806
0.11436;2.3236;2.2982;0.15915;-0.48966
0.11486;2.2137;2.178;0.1538;-0.59952
0.11536;2.1277;2.0828;0.15132;-0.68557
0.11586;2.3465;2.307;0.14209;-0.46675
0.11636;2.3481;2.3096;0.15124;-0.46514
0.11686;2.2401;2.199;0.16274;-0.57318
0.11736;2.0927;2.06;0.16131;-0.72058
0.11786;2.0514;2.0363;0.15725;-0.76187
0.11836;2.268;2.2579;0.14439;-0.54526
0.11886;2.251;2.2422;0.14487;-0.56227
0.11936;2.1209;2.1139;0.14276;-0.69237
0.11986;1.9857;1.9865;0.14456;-0.82757
0.12036;1.9626;1.9777;0.151;-0.85065
0.12086;2.1903;2.2118;0.15006;-0.62293
0.12136;2.1429;2.1727;0.15787;-0.67039
0.12186;2.0575;2.0814;0.14439;-0.75571
0.12236;1.9729;1.9998;0.1382;-0.84038
0.12286;1.9055;1.9487;0.15073;-0.90771
0.12336;2.1283;2.1777;0.15593;-0.68493
0.12386;2.1149;2.1638;0.15608;-0.69834
0.12436;1.9914;2.0313;0.14821;-0.82187
0.12486;1.8585;1.8925;0.14501;-0.95472
0.12536;1.8362;1.8408;0.14763;-0.97706
0.12586;2.0646;2.0787;0.15782;-0.74865
0.12636;2.0574;2.0735;0.16424;-0.75581
0.12686;1.9452;1.9557;0.16177;-0.86804
0.12736;1.8186;1.8267;0.16036;-0.99461
0.12786;1.7952;1.8055;0.16175;-1.018
0.12836;2.0133;2.0364;0.17058;-0.79994
0.12886;2.0027;2.0242;0.16845;-0.81059
0.12936;1.8841;1.8972;0.15941;-0.92913
0.12986;1.7931;1.797;0.14364;-1.0202
0.13036;1.8247;1.8261;0.13065;-0.98857
0.13086;1.885;1.906;0.19251;-0.92822
0.13136;1.8777;1.8898;0.19583;-0.93554
0.13186;1.8577;1.8554;0.16301;-0.9555
0.13236;1.7972;1.7892;0.13807;-1.016
0.13286;1.716;1.7089;0.15499;-1.0972
0.13336;1.9247;1.9231;0.17385;-0.88852
0.13386;1.9156;1.9098;0.17471;-0.89764
0.13436;1.8066;1.7994;0.16195;-1.0067
0.13486;1.6861;1.6847;0.15528;-1.1272
0.13536;1.6757;1.684;0.15737;-1.1376
0.13586;1.8917;1.9057;0.17846;-0.92155
0.13636;1.8878;1.9044;0.18087;-0.9255
0.13686;1.7845;1.797;0.17003;-1.0287
0.13736;1.667;1.6754;0.16223;-1.1463
0.13786;1.6619;1.6733;0.16326;-1.1513
0.13836;1.8757;1.8954;0.18412;-0.93758
0.13886;1.875;1.8844;0.18678;-0.93828
0.13936;1.7747;1.7804;0.17556;-1.0385
0.13986;1.6608;1.6723;0.16821;-1.1525
0.14036;1.6623;1.683;0.17059;-1.1509
0.14086;1.8769;1.9073;0.19247;-0.93631
0.14136;1.8339;1.8672;0.20713;-0.9794
0.14186;1.7949;1.8171;0.17939;-1.0184
0.14236;1.7612;1.7691;0.15504;-1.052
0.14286;1.6917;1.6967;0.17777;-1.1215
0.14336;1.8979;1.9101;0.19918;-0.91531
0.14386;1.9002;1.9213;0.19834;-0.9131
0.14436;1.7988;1.8203;0.18315;-1.0144
0.14486;1.6898;1.7133;0.17846;-1.1234
0.14536;1.7008;1.7337;0.18305;-1.1125
0.14586;1.9204;1.9672;0.20519;-0.89282
0.14636;1.9264;1.9755;0.20641;-0.88684
0.14686;1.8279;1.8683;0.19491;-0.98533
0.14736;1.7179;1.7507;0.18985;-1.0954
0.14786;1.7313;1.7554;0.19552;-1.0819
0.14836;1.951;1.9925;0.21514;-0.86226
0.14886;1.9512;1.9968;0.21375;-0.86206
0.14936;1.8469;1.8899;0.19795;-0.96631
0.14986;1.7761;1.812;0.18182;-1.0372
0.15036;1.8349;1.8633;0.16892;-0.97833
0.15086;1.8946;1.9716;0.24514;-0.91868
0.15136;1.9016;1.9764;0.24778;-0.91169
0.15186;1.8905;1.9361;0.20933;-0.92272
0.15236;1.8495;1.8788;0.18399;-0.96379
0.15286;1.7911;1.8352;0.20881;-1.0221
0.15336;2.0009;2.0671;0.22759;-0.81236
0.15386;2.0006;2.0759;0.22523;-0.81267
0.15436;1.8938;1.9624;0.20925;-0.91947
0.15486;1.7826;1.8597;0.20436;-1.0307
0.15536;1.7912;1.8845;0.20669;-1.022
0.15586;2.0143;2.1281;0.22655;-0.79897
0.15636;1.9814;2.1024;0.24352;-0.83184
0.15686;1.9312;2.025;0.21998;-0.88202
0.15736;1.8845;1.945;0.19434;-0.92878
0.15786;1.8274;1.9101;0.21594;-0.98581
0.15836;2.0376;2.1383;0.2311;-0.77569
0.15886;2.0356;2.1349;0.22884;-0.77761
0.15936;1.9259;2.0146;0.21456;-0.88731
0.15986;1.8185;1.9032;0.20828;-0.99472
0.16036;1.8272;1.9019;0.21603;-0.986
0.16086;2.0488;2.1369;0.23143;-0.76443
0.16136;2.0068;2.0936;0.24203;-0.80645
0.16186;1.9461;2.0103;0.21169;-0.86711
0.16236;1.8949;1.9443;0.18966;-0.91833
0.16286;1.8381;1.9057;0.21583;-0.9751
0.16336;2.052;2.1379;0.23245;-0.76121
0.16386;2.0085;2.1019;0.24528;-0.80476
0.16436;1.947;2.0198;0.21551;-0.86627
0.16486;1.8909;1.9472;0.19148;-0.9223
0.16536;1.8265;1.8989;0.21305;-0.98673
0.16586;2.0415;2.1326;0.23187;-0.77178
0.16636;2.0045;2.1042;0.25182;-0.80875
0.16686;1.9508;2.0328;0.23221;-0.86246
0.16736;1.8934;1.951;0.20951;-0.91982
0.16786;1.8251;1.8981;0.22971;-0.98814
0.16836;2.0326;2.1223;0.24382;-0.7806
0.16886;2.0254;2.1066;0.24289;-0.78789
0.16936;1.9132;1.9708;0.22893;-0.9
0.16986;1.8274;1.8608;0.2104;-0.98588
0.17036;1.8654;1.8935;0.19471;-0.94784
0.17086;1.9309;2.0081;0.26881;-0.88236
0.17136;1.9836;2.0501;0.25488;-0.82969
0.17186;1.8978;1.9482;0.23842;-0.91543
0.17236;1.7775;1.8218;0.22622;-1.0357
0.17286;1.7668;1.8058;0.22451;-1.0465
0.17336;1.9756;2.041;0.25197;-0.83769
0.17386;1.9244;2.0009;0.26472;-0.88884
0.17436;1.8667;1.9162;0.23022;-0.94652
0.17486;1.8078;1.8415;0.20027;-1.0054
0.17536;1.7336;1.7935;0.2184;-1.0796
0.17586;1.9361;2.0214;0.25412;-0.87713
0.17636;1.886;1.9904;0.27673;-0.92723
0.17686;1.8396;1.9197;0.24823;-0.97367
0.17736;1.7872;1.8322;0.21978;-1.026
0.17786;1.7143;1.7269;0.23908;-1.0989
0.17836;1.9089;1.9375;0.2726;-0.90436
0.17886;1.8554;1.894;0.28898;-0.95782
0.17936;1.8086;1.8396;0.2543;-1.0047
0.17986;1.7645;1.7569;0.22793;-1.0488
0.18036;1.6934;1.6867;0.25594;-1.1198
0.18086;1.8968;1.8978;0.27947;-0.91642
0.18136;1.8442;1.8606;0.29617;-0.96906
0.18186;1.7964;1.8124;0.26762;-1.0168
0.18236;1.7593;1.7737;0.24326;-1.054
0.18286;1.6922;1.6674;0.27473;-1.1211
0.18336;1.8951;1.8725;0.29601;-0.91812
0.18386;1.893;1.8624;0.29491;-0.92023
0.18436;1.7915;1.7605;0.27959;-1.0217
0.18486;1.6858;1.6482;0.27152;-1.1274
0.18536;1.6915;1.6613;0.27653;-1.1218
0.18586;1.8917;1.8775;0.30992;-0.92159
0.18636;1.8491;1.8479;0.33213;-0.96414
0.18686;1.8139;1.8053;0.30706;-0.99938
0.18736;1.7853;1.7751;0.26823;-1.0279
0.18786;1.788;1.7768;0.26768;-1.0253
0.18836;1.8303;1.836;0.33615;-0.98293
0.18886;1.89;1.8884;0.33147;-0.9232
0.18936;1.8195;1.7938;0.31676;-0.99378
0.18986;1.7546;1.7274;0.29958;-1.0586
0.19036;1.8157;1.7778;0.28272;-0.9976
0.19086;1.8588;1.8353;0.34216;-0.95442
0.19136;1.9145;1.896;0.32325;-0.89871
0.19186;1.8357;1.8198;0.29564;-0.9776
0.19236;1.771;1.7614;0.27938;-1.0423
0.19286;1.8361;1.8438;0.26769;-0.97716
0.19336;1.8892;1.9453;0.33199;-0.92403
0.19386;1.9454;1.9938;0.31003;-0.86781
0.19436;1.8635;1.8958;0.28372;-0.94976
0.19486;1.7923;1.8129;0.26646;-1.021
0.19536;1.8522;1.8633;0.24734;-0.9611
0.19586;1.911;1.9691;0.31496;-0.90221
0.19636;1.974;2.016;0.30605;-0.83923
0.19686;1.902;1.9199;0.29267;-0.9113
0.19736;1.8381;1.8349;0.27566;-0.97511
0.19786;1.9017;1.9131;0.25957;-0.9116
0.19836;1.9617;2.0273;0.31635;-0.8516
0.19886;2.019;2.0693;0.29473;-0.79421
0.19936;1.935;1.9673;0.27184;-0.87828
0.19986;1.8671;1.8905;0.2636;-0.94611
0.20036;1.9318;1.959;0.25996;-0.88149
0.20086;2.0062;2.0771;0.32128;-0.80708
0.20136;2.0693;2.1181;0.31896;-0.74399
0.20186;1.9972;2.0323;0.31563;-0.81609
0.20236;1.907;1.9142;0.32307;-0.90621
0.20286;1.9327;1.9076;0.34375;-0.88056
0.20336;2.1427;2.1486;0.33998;-0.67059
0.20386;2.1463;2.1689;0.33945;-0.66693
0.20436;2.0406;2.0544;0.33067;-0.77264
0.20486;1.9802;1.9687;0.33867;-0.83302
0.20536;2.0576;2.0235;0.35616;-0.75566
0.20586;2.1439;2.1423;0.39914;-0.66935
0.20636;2.1899;2.1763;0.3864;-0.62333
0.20686;2.098;2.0709;0.37208;-0.71528
0.20736;2.0324;1.9847;0.37159;-0.78088
0.20786;2.0972;2.0515;0.37476;-0.71606
0.20836;2.1925;2.1748;0.42052;-0.62073
0.20886;2.2578;2.2255;0.42479;-0.55541
0.20936;2.1871;2.139;0.43366;-0.62611
0.20986;2.0982;2.0536;0.41458;-0.71502
0.21036;2.1451;2.0884;0.39687;-0.6682
0.21086;2.2446;2.2152;0.43772;-0.5686
0.21136;2.307;2.2782;0.44321;-0.50628
0.21186;2.239;2.1897;0.45421;-0.57425
0.21236;2.1644;2.0987;0.44791;-0.64885
0.21286;2.2201;2.1569;0.43634;-0.59319
0.21336;2.3082;2.269;0.45836;-0.50506
0.21386;2.3426;2.3003;0.43803;-0.47067
0.21436;2.241;2.1902;0.4202;-0.57229
0.21486;2.1621;2.0858;0.40894;-0.65114
0.21536;2.2079;2.1283;0.39281;-0.60537
0.21586;2.3107;2.251;0.43674;-0.50251
0.21636;2.372;2.303;0.43966;-0.44128
0.21686;2.3041;2.2168;0.4502;-0.50915
0.21736;2.2231;2.1261;0.44182;-0.59011
0.21786;2.2609;2.1731;0.42259;-0.55236
0.21836;2.3462;2.2958;0.44014;-0.46709
0.21886;2.3363;2.2978;0.43309;-0.47693
0.21936;2.2752;2.2418;0.40545;-0.53806
0.21986;2.2053;2.1823;0.38039;-0.60792
0.22036;2.1573;2.1262;0.3853;-0.656
0.22086;2.3639;2.3442;0.39284;-0.4493
0.22136;2.3836;2.3568;0.4068;-0.42965
0.22186;2.3004;2.2586;0.4198;-0.5129
0.22236;2.1909;2.1373;0.40484;-0.62239
0.22286;2.1828;2.1517;0.40253;-0.63049
0.22336;2.3776;2.3524;0.38761;-0.43565
0.22386;2.3688;2.3395;0.38246;-0.44449
0.22436;2.2507;2.2117;0.37332;-0.56259
0.22486;2.1466;2.1279;0.37872;-0.66668
0.22536;2.1642;2.1268;0.39892;-0.64903
0.22586;2.3751;2.3441;0.39636;-0.43811
0.22636;2.366;2.3269;0.39869;-0.44727
0.22686;2.2484;2.2118;0.39284;-0.56485
0.22736;2.1453;2.1142;0.38973;-0.66797
0.22786;2.1503;2.1419;0.41496;-0.6629
0.22836;2.3642;2.353;0.41916;-0.44901
0.22886;2.3884;2.3602;0.44074;-0.42485
0.22936;2.3064;2.2614;0.45699;-0.5068
0.22986;2.1853;2.1648;0.4485;-0.62793
0.23036;2.1899;2.2066;0.4534;-0.62334
0.23086;2.4012;2.4228;0.45465;-0.4121
0.23136;2.43;2.4438;0.48035;-0.38326
0.23186;2.3571;2.3622;0.50172;-0.45616
0.23236;2.2991;2.333;0.50654;-0.51413
0.23286;2.3602;2.4585;0.51275;-0.45306
0.23336;2.441;2.5543;0.53811;-0.37222
0.23386;2.4736;2.5888;0.52253;-0.33969
0.23436;2.3744;2.4898;0.50456;-0.43886
0.23486;2.3197;2.4587;0.51335;-0.49353
0.23536;2.4033;2.4838;0.52982;-0.41
0.23586;2.4983;2.602;0.58055;-0.31493
0.23636;2.4928;2.5933;0.57268;-0.3204
0.23686;2.4347;2.5203;0.53023;-0.37855
0.23736;2.378;2.4297;0.50295;-0.43525
0.23786;2.3885;2.3807;0.50665;-0.42472
0.23836;2.4929;2.492;0.56394;-0.32034
0.23886;2.5631;2.5531;0.56398;-0.2502
0.23936;2.5107;2.459;0.58107;-0.30252
0.23986;2.4319;2.3324;0.57488;-0.38134
0.24036;2.4639;2.3678;0.55719;-0.34937
0.24086;2.5336;2.4567;0.58448;-0.27967
0.24136;2.5201;2.4453;0.57213;-0.29319
0.24186;2.4572;2.3785;0.52798;-0.35602
0.24236;2.3876;2.2995;0.50382;-0.42566
0.24286;2.341;2.2809;0.52527;-0.47225
0.24336;2.5418;2.5001;0.51789;-0.27143
0.24386;2.5708;2.5427;0.54096;-0.24245
0.24436;2.5035;2.4751;0.57154;-0.30975
0.24486;2.3973;2.3485;0.57811;-0.41591
0.24536;2.3924;2.3628;0.57532;-0.42086
0.24586;2.5671;2.5218;0.53998;-0.24614
0.24636;2.5223;2.4878;0.54611;-0.29094
0.24686;2.4359;2.3917;0.51979;-0.37733
0.24736;2.3715;2.3206;0.4964;-0.44173
0.24786;2.3676;2.2938;0.5001;-0.44563
0.24836;2.471;2.4155;0.5468;-0.34222
0.24886;2.5341;2.4765;0.55299;-0.27913
0.24936;2.4781;2.4068;0.57872;-0.3352
0.24986;2.3748;2.3008;0.5893;-0.43841
0.25036;2.3756;2.3163;0.597;-0.43761
0.25086;2.5508;2.4923;0.56518;-0.26243
0.25136;2.5366;2.4643;0.5561;-0.27663
0.25186;2.4195;2.3429;0.54718;-0.39372
0.25236;2.3299;2.2314;0.56959;-0.48337
0.25286;2.3643;2.2904;0.60528;-0.44899
0.25336;2.5622;2.5085;0.58859;-0.2511
0.25386;2.5483;2.5121;0.57986;-0.26497
0.25436;2.4317;2.4025;0.57245;-0.3816
0.25486;2.3478;2.2885;0.59746;-0.46544
0.25536;2.3925;2.3695;0.63245;-0.42074
0.25586;2.5901;2.5766;0.61389;-0.22317
0.25636;2.579;2.5683;0.60183;-0.23429
0.25686;2.4641;2.4495;0.59274;-0.34917
0.25736;2.3853;2.3513;0.61802;-0.42797
0.25786;2.4385;2.4091;0.65159;-0.37477
0.25836;2.6349;2.613;0.62879;-0.1784
0.25886;2.6232;2.6035;0.61152;-0.19003
0.25936;2.5076;2.4824;0.59988;-0.30561
0.25986;2.4338;2.3584;0.59193;-0.37949
0.26036;2.4874;2.4555;0.57652;-0.32581
0.26086;2.6043;2.5749;0.62168;-0.20899
0.26136;2.6821;2.6491;0.62545;-0.13118
0.26186;2.6435;2.5998;0.66233;-0.16976
0.26236;2.5584;2.5273;0.67408;-0.25482
0.26286;2.594;2.5703;0.6701;-0.21924
0.26336;2.7638;2.7278;0.61697;-0.049449
0.26386;2.7531;2.7607;0.593;-0.060109
0.26436;2.6388;2.6427;0.5845;-0.17448
0.26486;2.5761;2.5937;0.60543;-0.23714
0.26536;2.6509;2.6844;0.62768;-0.16237
0.26586;2.8441;2.8771;0.59441;0.030841
0.26636;2.8312;2.8687;0.57001;0.017943
0.26686;2.7155;2.7452;0.56192;-0.097776
0.26736;2.6574;2.6724;0.58102;-0.15589
0.26786;2.7363;2.7439;0.60291;-0.076927
0.26836;2.9241;2.9357;0.57188;0.11082
0.26886;2.9099;2.9346;0.54734;0.096687
0.26936;2.7943;2.8191;0.53912;-0.018938
0.26986;2.7374;2.7713;0.55678;-0.075821
0.27036;2.821;2.872;0.57239;0.0077945
0.27086;3.0043;3.0568;0.54081;0.19108
0.27136;2.9871;3.0507;0.51505;0.17389
0.27186;2.871;2.9262;0.50698;0.057699
0.27236;2.8215;2.8701;0.51893;0.0082562
0.27286;2.9099;2.9237;0.53254;0.096634
0.27336;3.0884;3.1058;0.50234;0.27513
0.27386;3.0699;3.0953;0.47648;0.25669
0.27436;2.9529;2.9875;0.46979;0.1397
0.27486;2.907;2.9535;0.48333;0.093708
0.27536;2.9993;3.0599;0.49997;0.18609
0.27586;3.173;3.239;0.4702;0.35974
0.27636;3.152;3.2432;0.4448;0.33877
0.27686;3.0346;3.1347;0.43993;0.22136
0.27736;2.9921;3.1292;0.46033;0.17883
0.27786;3.0874;3.2366;0.48276;0.27413
0.27836;3.2551;3.4001;0.45129;0.44187
0.27886;3.2275;3.3654;0.42574;0.41422
0.27936;3.1053;3.2379;0.4239;0.29201
0.27986;3.0315;3.1501;0.42009;0.21828
0.28036;3.078;3.1627;0.40193;0.26473
0.28086;3.2295;3.3115;0.40979;0.41628
0.28136;3.3183;3.3906;0.41458;0.50507
0.28186;3.3313;3.391;0.45813;0.518
0.28236;3.2847;3.3459;0.46722;0.47147
0.28286;3.3214;3.3525;0.46112;0.50812
0.28336;3.4173;3.4475;0.40881;0.60404
0.28386;3.379;3.4066;0.38;0.56579
0.28436;3.2606;3.3005;0.3792;0.44731
0.28486;3.2355;3.3011;0.40422;0.42225
0.28536;3.3465;3.3702;0.436;0.53325
0.28586;3.4982;3.5198;0.40688;0.68499
0.28636;3.4527;3.4718;0.37468;0.63945
0.28686;3.3337;3.3566;0.37668;0.52043
0.28736;3.3141;3.3268;0.41283;0.50084
0.28786;3.4282;3.4185;0.45341;0.61493
0.28836;3.5737;3.5732;0.42264;0.76043
0.28886;3.5207;3.5344;0.38528;0.70742
0.28936;3.4009;3.4068;0.38869;0.58765
0.28986;3.3897;3.3597;0.43018;0.57649
0.29036;3.506;3.4553;0.46665;0.69275
0.29086;3.6433;3.5967;0.43229;0.83004
0.29136;3.5823;3.5409;0.39148;0.76905
0.29186;3.4628;3.4153;0.39487;0.64955
0.29236;3.4518;3.3879;0.43125;0.63852
0.29286;3.5706;3.4541;0.46484;0.75739
0.29336;3.7034;3.5948;0.43;0.8902
0.29386;3.6361;3.5632;0.38574;0.82282
0.29436;3.5173;3.4597;0.38832;0.70408
0.29486;3.5074;3.4529;0.42543;0.69419
0.29536;3.6245;3.5419;0.45622;0.81122
0.29586;3.7512;3.6778;0.41885;0.93799
0.29636;3.6837;3.6175;0.37894;0.87045
0.29686;3.5658;3.4984;0.38452;0.75252
0.29736;3.5614;3.519;0.42373;0.74814
0.29786;3.6783;3.6174;0.45263;0.86507
0.29836;3.7979;3.746;0.41458;0.98468
0.29886;3.7184;3.6778;0.3671;0.90517
0.29936;3.5933;3.5509;0.36755;0.78002
0.29986;3.5245;3.4703;0.37914;0.71122
0.30036;3.5419;3.4959;0.36772;0.72865
0.30086;3.677;3.6799;0.35254;0.86379
0.30136;3.7768;3.7824;0.36786;0.96354
0.30186;3.8514;3.88;0.43026;1.0382
0.30236;3.8079;3.8581;0.44756;0.99464
0.30286;3.8159;3.8396;0.4411;1.0027
0.30336;3.8455;3.8638;0.38145;1.0322
0.30386;3.7622;3.782;0.33751;0.94896
0.30436;3.642;3.6563;0.34084;0.82874
0.30486;3.6295;3.6443;0.37271;0.81626
0.30536;3.7384;3.7872;0.39716;0.92515
0.30586;3.8524;3.9036;0.36312;1.0391
0.30636;3.7683;3.8211;0.32166;0.95508
0.30686;3.6476;3.7057;0.32506;0.83431
0.30736;3.633;3.6763;0.35549;0.81978
0.30786;3.7403;3.7679;0.37928;0.92706
0.30836;3.854;3.8791;0.34674;1.0408
0.30886;3.77;3.795;0.30808;0.95674
0.30936;3.649;3.6783;0.31156;0.83578
0.30986;3.6324;3.7085;0.3396;0.8192
0.31036;3.7383;3.8166;0.36407;0.92501
0.31086;3.8516;3.9249;0.33398;1.0383
0.31136;3.767;3.8382;0.29786;0.9537
0.31186;3.6454;3.7182;0.30112;0.83219
0.31236;3.6247;3.7029;0.32886;0.8114
0.31286;3.724;3.7953;0.35245;0.91077
0.31336;3.8374;3.9044;0.32301;1.0242
0.31386;3.7521;3.8187;0.29343;0.93887
0.31436;3.6336;3.7042;0.29151;0.82033
0.31486;3.6149;3.6775;0.31351;0.8016
0.31536;3.7085;3.7739;0.3447;0.89527
0.31586;3.8216;3.8842;0.31633;1.0084
0.31636;3.7441;3.8009;0.28754;0.9308
0.31686;3.6235;3.6792;0.29207;0.81022
0.31736;3.6019;3.6637;0.3213;0.78869
0.31786;3.7029;3.7775;0.34824;0.88962
0.31836;3.8159;3.8869;0.32046;1.0027
0.31886;3.7298;3.8024;0.29281;0.91658
0.31936;3.6088;3.679;0.28833;0.79557
0.31986;3.5342;3.6025;0.2951;0.72091
0.32036;3.5243;3.6003;0.30387;0.71108
0.32086;3.6656;3.74;0.28424;0.85235
0.32136;3.7545;3.8284;0.30113;0.94126
0.32186;3.824;3.9076;0.35346;1.0107
0.32236;3.7684;3.8551;0.37216;0.95511
0.32286;3.7579;3.8468;0.37387;0.94461
0.32336;3.7871;3.8651;0.32627;0.97389
0.32386;3.7049;3.782;0.30012;0.89166
0.32436;3.5861;3.6578;0.2971;0.77283
0.32486;3.5607;3.6277;0.31859;0.7474
0.32536;3.6475;3.7165;0.35406;0.83421
0.32586;3.7665;3.8332;0.32762;0.95321
0.32636;3.6895;3.7534;0.29683;0.87628
0.32686;3.5651;3.6281;0.2987;0.75188
0.32736;3.4832;3.544;0.31203;0.66997
0.32786;3.4753;3.5408;0.31356;0.66204
0.32836;3.6213;3.689;0.29352;0.80809
0.32886;3.6994;3.7727;0.31334;0.88618
0.32936;3.759;3.8339;0.35659;0.94572
0.32986;3.7041;3.779;0.36723;0.89086
0.33036;3.6906;3.7791;0.37725;0.87739
0.33086;3.7302;3.8058;0.3312;0.91692
0.33136;3.6563;3.727;0.30108;0.8431
0.33186;3.5328;3.5997;0.30386;0.7196
0.33236;3.4965;3.559;0.33034;0.68324
0.33286;3.5821;3.6405;0.35563;0.76885
0.33336;3.7074;3.7653;0.3285;0.89416
0.33386;3.6333;3.6929;0.30468;0.82006
0.33436;3.5136;3.5688;0.29921;0.70037
0.33486;3.4343;3.4863;0.30256;0.62102
0.33536;3.4199;3.4794;0.31037;0.60669
0.33586;3.5693;3.6311;0.29073;0.75603
0.33636;3.6491;3.7118;0.30562;0.83588
0.33686;3.6961;3.7624;0.35497;0.88289
0.33736;3.634;3.7032;0.37261;0.82076
0.33786;3.6297;3.7033;0.37323;0.81648
0.33836;3.6783;3.7517;0.32694;0.86502
0.33886;3.6087;3.6833;0.29857;0.79545
0.33936;3.4838;3.5589;0.29947;0.67057
0.33986;3.4023;3.4796;0.30624;0.589
0.34036;3.4007;3.4801;0.29984;0.58742
0.34086;3.5382;3.6272;0.30265;0.72492
0.34136;3.6239;3.7102;0.30991;0.81066
0.34186;3.6583;3.75;0.35234;0.84502
0.34236;3.4912;3.5794;0.34154;0.67797
0.34286;3.4046;3.4867;0.31941;0.59134
0.34336;3.5343;3.6137;0.29232;0.72109
0.34386;3.6119;3.6885;0.30684;0.79864
0.34436;3.6402;3.7198;0.35085;0.8269
0.34486;3.4741;3.5467;0.33961;0.66081
0.34536;3.3911;3.4561;0.31688;0.57784
0.34586;3.5239;3.5915;0.2902;0.71061
0.34636;3.5969;3.6697;0.30999;0.78365
0.34686;3.6285;3.7034;0.34551;0.81527
0.34736;3.4702;3.5393;0.32556;0.65698
0.34786;3.3848;3.4559;0.31326;0.57151
0.34836;3.5198;3.5913;0.28868;0.7065
0.34886;3.5977;3.6721;0.30243;0.7844
0.34936;3.6233;3.7041;0.34492;0.81003
0.34986;3.4629;3.5403;0.32868;0.64968
0.35036;3.3923;3.4672;0.30055;0.57909
0.35086;3.5121;3.5974;0.2981;0.69884
0.35136;3.5956;3.6803;0.30378;0.78234
0.35186;3.6235;3.7149;0.34356;0.81027
0.35236;3.4593;3.5482;0.33272;0.64601
0.35286;3.3819;3.4633;0.31051;0.56868
0.35336;3.5186;3.5998;0.28534;0.70533
0.35386;3.596;3.6795;0.29812;0.78271
0.35436;3.633;3.7247;0.34179;0.8197
0.35486;3.5692;3.6672;0.35676;0.75594
0.35536;3.5697;3.6712;0.35542;0.75643
0.35586;3.6315;3.7242;0.31256;0.81824
