# Simulation data of water height over weir
#   Calculated by integrating alpha.water over the height
#   Averaged over 51 different times:
#       5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6, 6.1, 6.2, 6.3, 6.4, 6.5, 6.6, 6.7, 6.8, 6.9, 7, 7.1, 7.2, 7.3, 7.4, 7.5, 7.6, 7.7, 7.8, 7.9, 8, 8.1, 8.2, 8.3, 8.4, 8.5, 8.6, 8.7, 8.8, 8.9, 9, 9.1, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7, 9.8, 9.9, 10, 
position;mean(height);median(height);std(height);diff(height,mean)
-0.17214;1.8292;1.8058;0.28345;-0.98404
-0.17164;2.0409;2.0411;0.2914;-0.77232
-0.17114;2.0059;2.0068;0.29947;-0.80735
-0.17064;1.9539;1.9317;0.2636;-0.8594
-0.17014;1.9183;1.8719;0.23068;-0.89499
-0.16964;1.9277;1.8748;0.22956;-0.88552
-0.16914;2.0083;1.9835;0.28416;-0.80494
-0.16864;2.0717;2.0547;0.27498;-0.74154
-0.16814;1.9943;1.9658;0.26669;-0.81899
-0.16764;1.9223;1.8961;0.24907;-0.89096
-0.16714;1.9752;2.0216;0.23332;-0.838
-0.16664;2.0538;2.1433;0.27757;-0.75948
-0.16614;2.104;2.1793;0.25834;-0.70923
-0.16564;2.0099;2.0715;0.24062;-0.80336
-0.16514;1.9283;1.9757;0.22623;-0.88492
-0.16464;1.9749;2.0081;0.2118;-0.83834
-0.16414;2.0653;2.1346;0.25904;-0.74791
-0.16364;2.1235;2.1811;0.25081;-0.68973
-0.16314;2.0409;2.0866;0.2465;-0.77231
-0.16264;1.9288;1.9661;0.23984;-0.88445
-0.16214;1.9301;1.9613;0.23483;-0.88318
-0.16164;2.1469;2.1891;0.23215;-0.6663
-0.16114;2.1103;2.1541;0.23489;-0.70299
-0.16064;2.0405;2.0693;0.21145;-0.77276
-0.16014;1.983;1.9945;0.18859;-0.83024
-0.15964;1.9805;1.9985;0.18357;-0.83272
-0.15914;2.0774;2.1223;0.21886;-0.73589
-0.15864;2.0878;2.1278;0.22302;-0.72543
-0.15814;2.0574;2.0815;0.20841;-0.7558
-0.15764;1.9974;2.0018;0.18986;-0.81588
-0.15714;1.9929;2.0099;0.18549;-0.82035
-0.15664;2.0843;2.1255;0.21247;-0.7289
-0.15614;2.1237;2.1564;0.19884;-0.68951
-0.15564;2.0223;2.048;0.18661;-0.79097
-0.15514;1.93;1.9522;0.17534;-0.88324
-0.15464;1.9624;1.9829;0.16369;-0.85085
-0.15414;2.0573;2.1059;0.20363;-0.75593
-0.15364;2.0631;2.1102;0.21104;-0.75018
-0.15314;2.0314;2.0626;0.19301;-0.7819
-0.15264;1.9598;1.9686;0.17671;-0.85344
-0.15214;1.8939;1.9188;0.18934;-0.91939
-0.15164;2.1082;2.1466;0.19458;-0.70507
-0.15114;2.1029;2.1418;0.19373;-0.71031
-0.15064;1.9865;2.0184;0.18356;-0.82673
-0.15014;1.8925;1.913;0.17046;-0.92076
-0.14964;1.9229;1.9247;0.1581;-0.89039
-0.14914;2.0106;2.0403;0.20677;-0.80267
-0.14864;2.0124;2.0369;0.21296;-0.80086
-0.14814;1.9816;1.987;0.18935;-0.83169
-0.14764;1.9198;1.912;0.16666;-0.89347
-0.14714;1.908;1.896;0.16519;-0.90528
-0.14664;1.9869;2.005;0.21323;-0.82638
-0.14614;2.0307;2.0329;0.19875;-0.78252
-0.14564;1.9323;1.9259;0.18189;-0.88094
-0.14514;1.8072;1.7964;0.17541;-1.006
-0.14464;1.795;1.7871;0.17396;-1.0182
-0.14414;2.0198;2.0267;0.1885;-0.7935
-0.14364;1.9805;2.0002;0.20474;-0.83271
-0.14314;1.9245;1.931;0.18409;-0.88875
-0.14264;1.8636;1.8583;0.16315;-0.9497
-0.14214;1.7911;1.8023;0.17807;-1.0222
-0.14164;2.0026;2.0333;0.19106;-0.81068
-0.14114;1.998;2.0356;0.18869;-0.81523
-0.14064;1.8864;1.9192;0.17636;-0.92684
-0.14014;1.8029;1.8245;0.16068;-1.0103
-0.13964;1.8449;1.8504;0.14681;-0.96834
-0.13914;1.9125;1.9564;0.21127;-0.90077
-0.13864;1.9686;2.0078;0.20013;-0.8447
-0.13814;1.8835;1.9104;0.18684;-0.92973
-0.13764;1.7676;1.7949;0.18217;-1.0457
-0.13714;1.7668;1.7992;0.18384;-1.0464
-0.13664;1.9856;2.0341;0.19915;-0.82762
-0.13614;1.9846;2.0355;0.19785;-0.82861
-0.13564;1.8773;1.9226;0.18346;-0.93598
-0.13514;1.7989;1.8307;0.16703;-1.0143
-0.13464;1.8482;1.8686;0.1535;-0.9651
-0.13414;1.9134;1.9756;0.22255;-0.89985
-0.13364;1.9206;1.9784;0.22663;-0.89269
-0.13314;1.9058;1.9361;0.19227;-0.90745
-0.13264;1.8585;1.8634;0.16804;-0.95478
-0.13214;1.7977;1.8029;0.1902;-1.0155
-0.13164;2.01;2.0343;0.20625;-0.80325
-0.13114;2.0134;2.0386;0.20538;-0.79983
-0.13064;1.9069;1.9237;0.1921;-0.90635
-0.13014;1.8316;1.8383;0.17854;-0.98169
-0.12964;1.8866;1.8866;0.16847;-0.9266
-0.12914;1.9637;1.9995;0.23277;-0.84955
-0.12864;1.9766;2.0129;0.23787;-0.83661
-0.12814;1.9575;1.9727;0.20655;-0.85572
-0.12764;1.9115;1.915;0.17832;-0.90173
-0.12714;1.9243;1.9402;0.1814;-0.8889
-0.12664;2.014;2.067;0.24151;-0.79922
-0.12614;2.0781;2.1174;0.23216;-0.73511
-0.12564;1.9977;2.0248;0.22434;-0.81555
-0.12514;1.8989;1.9255;0.22837;-0.91437
-0.12464;1.9223;1.954;0.23762;-0.8909
-0.12414;2.1397;2.1858;0.24621;-0.67355
-0.12364;2.1127;2.1635;0.25792;-0.70054
-0.12314;2.0474;2.0924;0.23402;-0.76586
-0.12264;2.0072;2.0313;0.22269;-0.80604
-0.12214;1.989;2.0222;0.25762;-0.82424
-0.12164;2.2078;2.2538;0.26643;-0.60543
-0.12114;2.2151;2.265;0.26704;-0.59817
-0.12064;2.1047;2.1443;0.25463;-0.70858
-0.12014;2.0381;2.0645;0.25091;-0.77512
-0.11964;2.1048;2.119;0.24941;-0.70844
-0.11914;2.213;2.2455;0.29351;-0.6002
-0.11864;2.2818;2.3083;0.29178;-0.53148
-0.11814;2.2108;2.2284;0.295;-0.60244
-0.11764;2.1141;2.1274;0.30124;-0.6992
-0.11714;2.1532;2.1663;0.31412;-0.66004
-0.11664;2.3662;2.3875;0.30805;-0.44708
-0.11614;2.3722;2.3955;0.30736;-0.44106
-0.11564;2.2586;2.2783;0.29858;-0.55462
-0.11514;2.1899;2.2061;0.29567;-0.62339
-0.11464;2.2518;2.2563;0.29333;-0.56149
-0.11414;2.3663;2.3899;0.33286;-0.44697
-0.11364;2.436;2.4636;0.33361;-0.37722
-0.11314;2.371;2.3997;0.34107;-0.44225
-0.11264;2.2972;2.3225;0.33897;-0.51603
-0.11214;2.357;2.3643;0.33826;-0.45629
-0.11164;2.457;2.4742;0.35775;-0.35621
-0.11114;2.4905;2.5148;0.34039;-0.32277
-0.11064;2.3867;2.4165;0.32939;-0.42652
-0.11014;2.3259;2.3404;0.33615;-0.48738
-0.10964;2.4027;2.383;0.34757;-0.41051
-0.10914;2.516;2.5038;0.36548;-0.29723
-0.10864;2.5167;2.4943;0.35633;-0.29657
-0.10814;2.4529;2.431;0.33472;-0.36038
-0.10764;2.4111;2.3612;0.33411;-0.4021
-0.10714;2.4214;2.3589;0.36212;-0.39184
-0.10664;2.6241;2.5726;0.34544;-0.18915
-0.10614;2.6001;2.5572;0.34215;-0.21318
-0.10564;2.5112;2.4764;0.33045;-0.30207
-0.10514;2.4651;2.458;0.33081;-0.34811
-0.10464;2.4803;2.4495;0.35239;-0.33295
-0.10414;2.6819;2.6526;0.33294;-0.13138
-0.10364;2.6788;2.6453;0.32417;-0.13446
-0.10314;2.5585;2.5276;0.32077;-0.25476
-0.10264;2.4737;2.457;0.33127;-0.3396
-0.10214;2.5245;2.5448;0.34103;-0.28877
-0.10164;2.7268;2.7557;0.32023;-0.086433
-0.10114;2.7196;2.7619;0.31161;-0.09368
-0.10064;2.5972;2.6447;0.30871;-0.21608
-0.10014;2.5112;2.5845;0.30543;-0.30207
-0.099643;2.5431;2.6202;0.29519;-0.27018
-0.099143;2.673;2.7387;0.30034;-0.14026
-0.098643;2.7127;2.7773;0.3144;-0.10059
-0.098143;2.6871;2.7552;0.32382;-0.12616
-0.097643;2.5778;2.6344;0.3046;-0.2355
-0.097143;2.5147;2.5495;0.2951;-0.29854
-0.096643;2.7115;2.735;0.27721;-0.10179
-0.096143;2.7479;2.7694;0.29018;-0.06531
-0.095643;2.6766;2.6991;0.30893;-0.13665
-0.095143;2.5309;2.549;0.29795;-0.28231
-0.094643;2.4924;2.5166;0.27803;-0.32086
-0.094143;2.6918;2.7026;0.25966;-0.12148
-0.093643;2.7244;2.724;0.27122;-0.088894
-0.093143;2.6499;2.6531;0.28819;-0.16334
-0.092643;2.5033;2.5081;0.27753;-0.31
-0.092143;2.4578;2.477;0.25718;-0.35549
-0.091643;2.6557;2.6789;0.23986;-0.15759
-0.091143;2.6852;2.7082;0.24992;-0.12802
-0.090643;2.6107;2.6356;0.26609;-0.20252
-0.090143;2.4875;2.5093;0.26518;-0.32576
-0.089643;2.4642;2.4846;0.25743;-0.34907
-0.089143;2.6444;2.6543;0.2342;-0.1689
-0.088643;2.6292;2.64;0.22819;-0.18405
-0.088143;2.501;2.5092;0.22505;-0.31221
-0.087643;2.3843;2.4107;0.23039;-0.42899
-0.087143;2.3836;2.4198;0.2368;-0.42962
-0.086643;2.5894;2.6198;0.22299;-0.22381
-0.086143;2.5734;2.6041;0.21826;-0.23985
-0.085643;2.4472;2.4815;0.21601;-0.36602
-0.085143;2.3494;2.3837;0.22059;-0.46382
-0.084643;2.3749;2.391;0.2266;-0.43839
-0.084143;2.4901;2.5006;0.22681;-0.32311
-0.083643;2.5097;2.5174;0.21856;-0.30358
-0.083143;2.3923;2.4004;0.21558;-0.42093
-0.082643;2.2959;2.3073;0.2211;-0.51732
-0.082143;2.3187;2.3198;0.22745;-0.49452
-0.081643;2.4319;2.4304;0.22934;-0.38132
-0.081143;2.4515;2.4455;0.22105;-0.36171
-0.080643;2.3374;2.3301;0.21779;-0.47583
-0.080143;2.2293;2.2148;0.21641;-0.58391
-0.079643;2.2368;2.2145;0.21132;-0.5765
-0.079143;2.3546;2.3303;0.21781;-0.45866
-0.078643;2.3699;2.343;0.22899;-0.44335
-0.078143;2.3319;2.3001;0.23503;-0.48137
-0.077643;2.2511;2.2182;0.23227;-0.5621
-0.077143;2.1807;2.1466;0.23499;-0.63256
-0.076643;2.3759;2.3463;0.2161;-0.4374
-0.076143;2.3645;2.3394;0.21166;-0.44871
-0.075643;2.2409;2.2153;0.20886;-0.57236
-0.075143;2.1196;2.0976;0.21224;-0.69364
-0.074643;2.1166;2.0922;0.21606;-0.69664
-0.074143;2.3385;2.3164;0.20563;-0.47474
-0.073643;2.3289;2.3101;0.20163;-0.48438
-0.073143;2.2058;2.186;0.19837;-0.60744
-0.072643;2.0877;2.0701;0.20066;-0.72558
-0.072143;2.0906;2.064;0.20216;-0.72267
-0.071643;2.3141;2.2933;0.19199;-0.49913
-0.071143;2.3078;2.2974;0.18822;-0.50541
-0.070643;2.1851;2.1752;0.18494;-0.62819
-0.070143;2.0709;2.0604;0.18747;-0.74235
-0.069643;2.0791;2.0682;0.18967;-0.73411
-0.069143;2.3048;2.2954;0.1794;-0.50846
-0.068643;2.2998;2.2881;0.17625;-0.5135
-0.068143;2.1776;2.1614;0.17373;-0.63567
-0.067643;2.0668;2.0507;0.17707;-0.74641
-0.067143;2.0807;2.0586;0.17996;-0.73255
-0.066643;2.3071;2.288;0.16914;-0.50617
-0.066143;2.3029;2.2875;0.16665;-0.51035
-0.065643;2.1813;2.1662;0.1648;-0.63191
-0.065143;2.0998;2.0788;0.16615;-0.71343
-0.064643;2.1507;2.1236;0.16711;-0.66253
-0.064143;2.2694;2.2444;0.16486;-0.5439
-0.063643;2.2659;2.2393;0.16238;-0.54739
-0.063143;2.2034;2.1732;0.15647;-0.60984
-0.062643;2.1415;2.1025;0.15738;-0.67174
-0.062143;2.1173;2.0774;0.16476;-0.69593
-0.061643;2.3361;2.2997;0.15386;-0.47718
-0.061143;2.3328;2.299;0.15101;-0.48041
-0.060643;2.213;2.181;0.14993;-0.60024
-0.060143;2.1267;2.098;0.1497;-0.6866
-0.059643;2.1661;2.1423;0.14599;-0.64719
-0.059143;2.2883;2.2609;0.14463;-0.52496
-0.058643;2.344;2.318;0.14924;-0.4692
-0.058143;2.2625;2.2365;0.15961;-0.55076
-0.057643;2.1577;2.1346;0.16247;-0.65557
-0.057143;2.1669;2.1332;0.1613;-0.64631
-0.056643;2.3752;2.3448;0.14514;-0.43802
-0.056143;2.3733;2.3412;0.14195;-0.43994
-0.055643;2.2526;2.2185;0.14155;-0.56064
-0.055143;2.1535;2.1213;0.14721;-0.65979
-0.054643;2.1821;2.1484;0.15342;-0.63119
-0.054143;2.4016;2.3683;0.14287;-0.41166
-0.053643;2.3986;2.3653;0.13994;-0.41465
-0.053143;2.279;2.2463;0.13965;-0.53428
-0.052643;2.1806;2.1427;0.14653;-0.63268
-0.052143;2.2128;2.1654;0.15535;-0.60041
-0.051643;2.4303;2.386;0.14507;-0.38297
-0.051143;2.4276;2.384;0.14335;-0.38567
-0.050643;2.3087;2.2657;0.14377;-0.50452
-0.050143;2.2153;2.1715;0.15324;-0.59797
-0.049643;2.2507;2.2018;0.16558;-0.56251
-0.049143;2.466;2.4174;0.15542;-0.34726
-0.048643;2.4632;2.4141;0.15457;-0.35008
-0.048143;2.344;2.2957;0.15495;-0.46926
-0.047643;2.2532;2.2024;0.16538;-0.56007
-0.047143;2.2923;2.2356;0.17917;-0.52091
-0.046643;2.5048;2.4507;0.16894;-0.30842
-0.046143;2.502;2.4502;0.16796;-0.31129
-0.045643;2.3836;2.3316;0.16772;-0.42969
-0.045143;2.3203;2.2709;0.17387;-0.49298
-0.044643;2.3925;2.3406;0.18204;-0.42079
-0.044143;2.5078;2.4506;0.1836;-0.30549
-0.043643;2.5051;2.4475;0.18182;-0.3082
-0.043143;2.4382;2.3842;0.17438;-0.3751
-0.042643;2.3951;2.354;0.17604;-0.41813
-0.042143;2.4076;2.3593;0.18884;-0.40565
-0.041643;2.6082;2.5643;0.17882;-0.2051
-0.041143;2.6046;2.5591;0.17603;-0.20869
-0.040643;2.4876;2.446;0.17402;-0.3257
-0.040143;2.4196;2.3806;0.17019;-0.39365
-0.039643;2.4754;2.4397;0.16278;-0.33785
-0.039143;2.5972;2.5599;0.16654;-0.216
-0.038643;2.6398;2.6007;0.1744;-0.17344
-0.038143;2.6249;2.5871;0.17836;-0.18834
-0.037643;2.5881;2.5498;0.17231;-0.22515
-0.037143;2.5853;2.5588;0.17237;-0.22799
-0.036643;2.7505;2.7206;0.15804;-0.062765
-0.036143;2.7472;2.7275;0.15461;-0.066026
-0.035643;2.6307;2.6136;0.15204;-0.18259
-0.035143;2.5637;2.5462;0.15186;-0.24956
-0.034643;2.6334;2.6171;0.15077;-0.17984
-0.034143;2.8266;2.8133;0.14218;0.013368
-0.033643;2.8216;2.8103;0.13737;0.0083228
-0.033143;2.7031;2.6949;0.1343;-0.11012
-0.032643;2.6327;2.6175;0.13465;-0.18057
-0.032143;2.7031;2.7012;0.13005;-0.11016
-0.031643;2.8925;2.8951;0.12122;0.079217
-0.031143;2.8852;2.8955;0.11568;0.071945
-0.030643;2.766;2.7723;0.11324;-0.047205
-0.030143;2.6755;2.6796;0.10949;-0.13776
-0.029643;2.6986;2.7012;0.10341;-0.11466
-0.029143;2.8957;2.895;0.097469;0.082416
-0.028643;2.9494;2.9469;0.10208;0.13615
-0.028143;2.903;2.9016;0.11169;0.089789
-0.027643;2.8239;2.812;0.1171;0.010619
-0.027143;2.8437;2.8466;0.12289;0.030456
-0.026643;2.9905;2.9944;0.11053;0.17723
-0.026143;2.9779;2.9882;0.10859;0.16468
-0.025643;2.8555;2.8693;0.11058;0.042284
-0.025143;2.7743;2.778;0.1181;-0.038918
-0.024643;2.8043;2.8106;0.12678;-0.0089948
-0.024143;2.9362;2.9503;0.12941;0.12298
-0.023643;2.9904;2.9935;0.13895;0.17711
-0.023143;2.9808;2.9731;0.15002;0.16754
-0.022643;2.9149;2.9075;0.15613;0.10168
-0.022143;2.8959;2.8988;0.17405;0.082601
-0.021643;3.0342;3.0401;0.16141;0.22098
-0.021143;3.0145;3.0193;0.15788;0.20128
-0.020643;2.8893;2.8889;0.15996;0.076004
-0.020143;2.7951;2.7955;0.16827;-0.018188
-0.019643;2.8054;2.8054;0.17755;-0.0078107
-0.019143;2.9347;2.9397;0.18402;0.12142
-0.018643;2.9831;2.9923;0.19581;0.1699
-0.018143;2.9655;2.9736;0.20638;0.15225
-0.017643;2.836;2.8521;0.20459;0.022738
-0.017143;2.7507;2.7804;0.22222;-0.062511
-0.016643;2.9259;2.9511;0.21501;0.11263
-0.016143;2.9702;2.9974;0.2302;0.157
-0.015643;2.9202;2.9502;0.25368;0.10695
-0.015143;2.8114;2.8509;0.27118;-0.001874
-0.014643;2.7738;2.8273;0.29853;-0.039494
-0.014143;2.9148;2.9782;0.27848;0.10156
-0.013643;2.8913;2.9528;0.27506;0.078066
-0.013143;2.7598;2.8143;0.27783;-0.053492
-0.012643;2.6532;2.677;0.30018;-0.16009
-0.012143;2.6527;2.6369;0.33628;-0.16059
-0.011643;2.8368;2.8167;0.31843;0.023529
-0.011143;2.8109;2.787;0.31351;-0.002398
-0.010643;2.6813;2.6593;0.31326;-0.13192
-0.010143;2.5684;2.5436;0.32051;-0.24485
-0.009643;2.558;2.5039;0.32559;-0.25521
-0.009143;2.6816;2.6257;0.33463;-0.13161
-0.008643;2.7415;2.6927;0.34567;-0.071773
-0.008143;2.6812;2.6358;0.37363;-0.13207
-0.007643;2.5554;2.5467;0.39101;-0.25788
-0.007143;2.5239;2.5822;0.40615;-0.28931
-0.006643;2.697;2.7492;0.37047;-0.11627
-0.006143;2.6815;2.7321;0.36312;-0.1318
-0.005643;2.5523;2.602;0.363;-0.26098
-0.005143;2.4622;2.5189;0.38143;-0.35107
-0.004643;2.4959;2.5777;0.41068;-0.31733
-0.004143;2.6143;2.6904;0.41761;-0.19895
-0.003643;2.6316;2.7192;0.40039;-0.18163
-0.003143;2.5148;2.6001;0.39495;-0.29847
-0.002643;2.4136;2.4978;0.40883;-0.39961
-0.002143;2.4349;2.5139;0.43086;-0.37831
-0.001643;2.6361;2.7144;0.41159;-0.17719
-0.001143;2.6261;2.7053;0.40301;-0.18718
-0.000643;2.5024;2.5927;0.39625;-0.31088
-0.000143;2.4212;2.5191;0.39079;-0.3921
0.000357;2.4662;2.5713;0.38547;-0.34707
0.000857;2.5743;2.6845;0.41157;-0.239
0.001357;2.5567;2.6758;0.41436;-0.25658
0.001857;2.4787;2.6047;0.39142;-0.33458
0.002357;2.3953;2.554;0.41349;-0.41793
0.002857;2.3434;2.5408;0.51482;-0.46988
0.003357;2.5266;2.7286;0.53835;-0.28663
0.003857;2.4729;2.7227;0.64994;-0.34035
0.004357;2.3365;2.6025;0.6818;-0.47674
0.004857;2.2327;2.4671;0.67436;-0.58051
0.005357;2.2322;2.5082;0.69384;-0.5811
0.005857;2.4201;2.7042;0.74443;-0.39315
0.006357;2.4627;2.7463;0.73805;-0.35053
0.006857;2.4027;2.6885;0.72439;-0.41054
0.007357;2.3309;2.627;0.69768;-0.48232
0.007857;2.363;2.6374;0.68717;-0.45021
0.008357;2.5248;2.7987;0.71338;-0.28843
0.008857;2.5238;2.7727;0.65963;-0.28947
0.009357;2.4549;2.6821;0.59431;-0.35839
0.009857;2.4316;2.6349;0.49859;-0.38162
0.010357;2.509;2.6536;0.38843;-0.30424
0.010857;2.6424;2.8003;0.41251;-0.17082
0.011357;2.7143;2.8467;0.35367;-0.09896
0.011857;2.7059;2.8135;0.3268;-0.10736
0.012357;2.6268;2.7172;0.29095;-0.18644
0.012857;2.6136;2.69;0.26711;-0.19964
0.013357;2.8144;2.889;0.24971;0.0011625
0.013857;2.8678;2.9432;0.26175;0.054583
0.014357;2.8113;2.8943;0.2818;-0.0019357
0.014857;2.6856;2.7607;0.27317;-0.12761
0.015357;2.6892;2.7683;0.25974;-0.12407
0.015857;2.887;2.9629;0.24329;0.073768
0.016357;2.9249;3.0047;0.26095;0.11161
0.016857;2.8949;2.9715;0.27487;0.081608
0.017357;2.7925;2.8555;0.25172;-0.020734
0.017857;2.7565;2.8332;0.23339;-0.056774
0.018357;2.9437;3.0153;0.21784;0.1305
0.018857;2.9991;3.0742;0.22639;0.18582
0.019357;2.9527;3.034;0.24222;0.13942
0.019857;2.8171;2.8963;0.22742;0.0038464
0.020357;2.7975;2.8623;0.20177;-0.015735
0.020857;2.9825;3.0395;0.18769;0.16928
0.021357;3.0375;3.0981;0.19363;0.22421
0.021857;2.9926;3.0575;0.20699;0.17937
0.022357;2.85;2.9072;0.19427;0.036769
0.022857;2.8149;2.8536;0.17254;0.0016374
0.023357;2.9953;3.0333;0.16113;0.18202
0.023857;3.0484;3.0885;0.16543;0.23512
0.024357;3.0024;3.0418;0.17695;0.18914
0.024857;2.8685;2.9094;0.16237;0.055241
0.025357;2.8395;2.8729;0.14093;0.026225
0.025857;2.9577;2.9847;0.14416;0.14447
0.026357;3.0079;3.0226;0.14876;0.19468
0.026857;2.9977;3.005;0.15435;0.1844
0.027357;2.9241;2.9362;0.15076;0.1108
0.027857;2.8848;2.8945;0.15292;0.071559
0.028357;3.0178;3.0201;0.13993;0.20459
0.028857;2.9939;3.0134;0.13553;0.18065
0.029357;2.8647;2.8887;0.13495;0.051421
0.029857;2.7616;2.7751;0.13786;-0.051614
0.030357;2.7616;2.7722;0.14287;-0.051622
0.030857;2.8902;2.9102;0.14962;0.076969
0.031357;2.9343;2.9559;0.15989;0.12103
0.031857;2.9123;2.9309;0.16733;0.099098
0.032357;2.7821;2.7971;0.16399;-0.03116
0.032857;2.6926;2.6955;0.17454;-0.12068
0.033357;2.8702;2.8722;0.16849;0.056984
0.033857;2.9096;2.9155;0.18002;0.096323
0.034357;2.8466;2.8527;0.19564;0.033394
0.034857;2.6904;2.6998;0.19599;-0.1229
0.035357;2.6252;2.6519;0.19965;-0.1881
0.035857;2.8088;2.8408;0.19126;-0.004435
0.036357;2.8437;2.8758;0.2036;0.030488
0.036857;2.7761;2.8046;0.22001;-0.037141
0.037357;2.6214;2.6473;0.21861;-0.19184
0.037857;2.5584;2.5813;0.21832;-0.25488
0.038357;2.7452;2.7702;0.20815;-0.068098
0.038857;2.7778;2.8024;0.22001;-0.035435
0.039357;2.7059;2.7275;0.23635;-0.1073
0.039857;2.5531;2.5692;0.23247;-0.26015
0.040357;2.494;2.4861;0.22758;-0.3193
0.040857;2.6854;2.6771;0.21559;-0.12788
0.041357;2.7144;2.6961;0.22719;-0.098846
0.041857;2.6379;2.6108;0.24361;-0.17535
0.042357;2.5065;2.4689;0.23382;-0.30678
0.042857;2.4775;2.4351;0.21969;-0.33575
0.043357;2.5871;2.5375;0.22194;-0.2262
0.043857;2.6435;2.594;0.22739;-0.16979
0.044357;2.5727;2.5217;0.24159;-0.24052
0.044857;2.4445;2.3911;0.23101;-0.36877
0.045357;2.4207;2.3597;0.21496;-0.3925
0.045857;2.5304;2.464;0.21547;-0.28286
0.046357;2.5857;2.5169;0.22093;-0.22755
0.046857;2.5147;2.4437;0.2363;-0.29857
0.047357;2.4115;2.3479;0.23649;-0.40179
0.047857;2.4155;2.3574;0.22941;-0.39771
0.048357;2.507;2.4457;0.22092;-0.30623
0.048857;2.4894;2.435;0.21567;-0.32383
0.049357;2.4149;2.362;0.20625;-0.39838
0.049857;2.3309;2.2806;0.20229;-0.48234
0.050357;2.3109;2.2708;0.20044;-0.50233
0.050857;2.4308;2.3862;0.20264;-0.38242
0.051357;2.4849;2.4434;0.20898;-0.32834
0.051857;2.4059;2.3656;0.22268;-0.40739
0.052357;2.2644;2.2303;0.2177;-0.54886
0.052857;2.2271;2.1916;0.20927;-0.58618
0.053357;2.438;2.4044;0.19599;-0.37524
0.053857;2.4561;2.4195;0.20718;-0.35714
0.054357;2.3628;2.3239;0.22226;-0.45046
0.054857;2.223;2.1834;0.21828;-0.59026
0.055357;2.1908;2.1556;0.21171;-0.62241
0.055857;2.4052;2.3722;0.19875;-0.40802
0.056357;2.3959;2.3609;0.21393;-0.41731
0.056857;2.3343;2.2981;0.22493;-0.47896
0.057357;2.2369;2.2029;0.2159;-0.57636
0.057857;2.1656;2.1247;0.21539;-0.64768
0.058357;2.3777;2.3383;0.2029;-0.43553
0.058857;2.3934;2.3484;0.21497;-0.41982
0.059357;2.2965;2.2439;0.23067;-0.5168
0.059857;2.1596;2.1079;0.22684;-0.65362
0.060357;2.1345;2.0823;0.22085;-0.67876
0.060857;2.3542;2.3046;0.20741;-0.45908
0.061357;2.3687;2.3153;0.21975;-0.44456
0.061857;2.2701;2.2118;0.23576;-0.54318
0.062357;2.1347;2.0817;0.23172;-0.6786
0.062857;2.1122;2.0706;0.22551;-0.70107
0.063357;2.3341;2.2983;0.21188;-0.47911
0.063857;2.3487;2.3133;0.22425;-0.46458
0.064357;2.2495;2.211;0.24024;-0.56371
0.064857;2.1406;2.1088;0.23296;-0.67266
0.065357;2.1536;2.1267;0.22254;-0.65966
0.065857;2.2721;2.2402;0.22289;-0.54119
0.066357;2.324;2.286;0.23029;-0.4892
0.066857;2.2382;2.1929;0.24606;-0.57506
0.067357;2.1232;2.07;0.25334;-0.69001
0.067857;2.124;2.067;0.25572;-0.68929
0.068357;2.3371;2.2887;0.23336;-0.47618
0.068857;2.3323;2.2878;0.22982;-0.48097
0.069357;2.2102;2.1664;0.22849;-0.60302
0.069857;2.1214;2.0792;0.22966;-0.69185
0.070357;2.1586;2.1089;0.22657;-0.65465
0.070857;2.2809;2.2323;0.23159;-0.53238
0.071357;2.3007;2.2507;0.24362;-0.5125
0.071857;2.2629;2.2091;0.25081;-0.55039
0.072357;2.1829;2.134;0.23856;-0.63037
0.072857;2.1397;2.0997;0.23733;-0.67354
0.073357;2.361;2.3254;0.22439;-0.45226
0.073857;2.3834;2.3402;0.23649;-0.42989
0.074357;2.2902;2.2432;0.25286;-0.52303
0.074857;2.1684;2.1285;0.24707;-0.64482
0.075357;2.1777;2.1408;0.23848;-0.63557
0.075857;2.4039;2.374;0.22404;-0.40933
0.076357;2.4296;2.3975;0.23638;-0.38361
0.076857;2.3405;2.3063;0.25353;-0.47278
0.077357;2.22;2.1848;0.2475;-0.59321
0.077857;2.2332;2.1946;0.23825;-0.58003
0.078357;2.4574;2.4177;0.2234;-0.35585
0.078857;2.4629;2.4182;0.23929;-0.35038
0.079357;2.4111;2.3673;0.25138;-0.40212
0.079857;2.3322;2.2895;0.23895;-0.48104
0.080357;2.3033;2.2718;0.23481;-0.50995
0.080857;2.5189;2.4901;0.22095;-0.29432
0.081357;2.5293;2.5001;0.23658;-0.284
0.081857;2.4809;2.4561;0.24749;-0.33237
0.082357;2.3991;2.3863;0.23411;-0.41419
0.082857;2.3695;2.3596;0.22896;-0.44374
0.083357;2.5812;2.5714;0.21584;-0.23203
0.083857;2.6186;2.6083;0.22683;-0.19462
0.084357;2.5443;2.5357;0.24183;-0.26897
0.084857;2.4209;2.4153;0.23391;-0.39239
0.085357;2.4294;2.4197;0.22231;-0.38387
0.085857;2.6417;2.6266;0.20977;-0.17151
0.086357;2.6821;2.6726;0.22047;-0.13115
0.086857;2.6157;2.6138;0.23617;-0.19759
